Date,Team,Team Score,Opponent,Opponent Score,Team Result
14-11-2014,Liberty,69,Randolph Col,45,Win
14-11-2014,Randolph Col,45,Liberty,69,Loss
14-11-2014,Valparaiso,90,ETSU,76,Win
14-11-2014,ETSU,76,Valparaiso,90,Loss
14-11-2014,Texas Tech,71,Loyola MD,59,Win
14-11-2014,Loyola MD,59,Texas Tech,71,Loss
14-11-2014,Kansas St,98,Southern Utah,68,Win
14-11-2014,Southern Utah,68,Kansas St,98,Loss
14-11-2014,Loyola-Chicago,71,Rockhurst,58,Win
14-11-2014,Rockhurst,58,Loyola-Chicago,71,Loss
14-11-2014,NC A&T,91,Greensboro,61,Win
14-11-2014,Greensboro,61,NC A&T,91,Loss
14-11-2014,Norfolk St,81,Pfeiffer,43,Win
14-11-2014,Pfeiffer,43,Norfolk St,81,Loss
14-11-2014,Missouri St,64,E Illinois,53,Win
14-11-2014,E Illinois,53,Missouri St,64,Loss
14-11-2014,Alabama St,105,Auburn M'gomery,64,Win
14-11-2014,Auburn M'gomery,64,Alabama St,105,Loss
14-11-2014,Michigan St,64,Navy,59,Win
14-11-2014,Navy,59,Michigan St,64,Loss
14-11-2014,Louisiana Tech,85,Southern Univ,76,Win
14-11-2014,Southern Univ,76,Louisiana Tech,85,Loss
14-11-2014,Missouri KC,69,Missouri,61,Win
14-11-2014,Missouri,61,Missouri KC,69,Loss
14-11-2014,Incarnate Word,89,UT Tyler,49,Win
14-11-2014,UT Tyler,49,Incarnate Word,89,Loss
14-11-2014,Illinois,80,Ga Southern,71,Win
14-11-2014,Ga Southern,71,Illinois,80,Loss
14-11-2014,Wisconsin,62,N Kentucky,31,Win
14-11-2014,N Kentucky,31,Wisconsin,62,Loss
14-11-2014,Notre Dame,82,Binghamton,39,Win
14-11-2014,Binghamton,39,Notre Dame,82,Loss
14-11-2014,Loy Marymount,76,SE Missouri St,66,Win
14-11-2014,SE Missouri St,66,Loy Marymount,76,Loss
14-11-2014,Lipscomb,91,Berry,70,Win
14-11-2014,Berry,70,Lipscomb,91,Loss
14-11-2014,Creighton,104,Cent Arkansas,77,Win
14-11-2014,Cent Arkansas,77,Creighton,104,Loss
14-11-2014,Col Charleston,75,Furman,40,Win
14-11-2014,Furman,40,Col Charleston,75,Loss
14-11-2014,UT San Antonio,92,Huston-Tillot,74,Win
14-11-2014,Huston-Tillot,74,UT San Antonio,92,Loss
14-11-2014,TX Pan American,88,Wayland,80,Win
14-11-2014,Wayland,80,TX Pan American,88,Loss
14-11-2014,Colorado,65,Drexel,48,Win
14-11-2014,Drexel,48,Colorado,65,Loss
14-11-2014,Arizona,78,Mt St Mary's,55,Win
14-11-2014,Mt St Mary's,55,Arizona,78,Loss
14-11-2014,Kentucky,85,Grand Canyon,45,Win
14-11-2014,Grand Canyon,45,Kentucky,85,Loss
14-11-2014,North Carolina,76,NC Central,60,Win
14-11-2014,NC Central,60,North Carolina,76,Loss
14-11-2014,Akron,74,UMBC,57,Win
14-11-2014,UMBC,57,Akron,74,Loss
14-11-2014,Stetson,75,Edward Waters,61,Win
14-11-2014,Edward Waters,61,Stetson,75,Loss
14-11-2014,Hofstra,94,Jacksonville,61,Win
14-11-2014,Jacksonville,61,Hofstra,94,Loss
14-11-2014,Georgia St,115,TN Temple,55,Win
14-11-2014,TN Temple,55,Georgia St,115,Loss
14-11-2014,TAM C. Christi,73,Our Lady Lake,58,Win
14-11-2014,Our Lady Lake,58,TAM C. Christi,73,Loss
14-11-2014,SF Austin,75,Mississippi Col,49,Win
14-11-2014,Mississippi Col,49,SF Austin,75,Loss
14-11-2014,Tennessee St,97,Reinhardt,66,Win
14-11-2014,Reinhardt,66,Tennessee St,97,Loss
14-11-2014,Edwardsville,104,Harris-Stowe,56,Win
14-11-2014,Harris-Stowe,56,Edwardsville,104,Loss
14-11-2014,Abilene Chr,101,Hillsdale Bap,61,Win
14-11-2014,Hillsdale Bap,61,Abilene Chr,101,Loss
14-11-2014,ULL,85,Louisiana Col,57,Win
14-11-2014,Louisiana Col,57,ULL,85,Loss
14-11-2014,Troy,85,Brewton-Parker,71,Win
14-11-2014,Brewton-Parker,71,Troy,85,Loss
14-11-2014,Texas A&M,109,Northwestern LA,68,Win
14-11-2014,Northwestern LA,68,Texas A&M,109,Loss
14-11-2014,Northwestern,65,Houston Bap,58,Win
14-11-2014,Houston Bap,58,Northwestern,65,Loss
14-11-2014,Alabama,82,Towson,54,Win
14-11-2014,Towson,54,Alabama,82,Loss
14-11-2014,St Mary's CA,77,Cal St-LA,67,Win
14-11-2014,Cal St-LA,67,St Mary's CA,77,Loss
14-11-2014,Auburn,83,WI Milwaukee,73,Win
14-11-2014,WI Milwaukee,73,Auburn,83,Loss
14-11-2014,Stanford,74,Wofford,59,Win
14-11-2014,Wofford,59,Stanford,74,Loss
14-11-2014,UCLA,113,Montana St,78,Win
14-11-2014,Montana St,78,UCLA,113,Loss
14-11-2014,UC Irvine,87,Chapman,36,Win
14-11-2014,Chapman,36,UC Irvine,87,Loss
14-11-2014,San Diego St,79,CS Northridge,58,Win
14-11-2014,CS Northridge,58,San Diego St,79,Loss
14-11-2014,UNLV,60,Morehead St,59,Win
14-11-2014,Morehead St,59,UNLV,60,Loss
14-11-2014,Santa Clara,89,CS Fullerton,72,Win
14-11-2014,CS Fullerton,72,Santa Clara,89,Loss
14-11-2014,Washington,77,S Carolina St,59,Win
14-11-2014,S Carolina St,59,Washington,77,Loss
14-11-2014,Oregon,107,Coppin St,65,Win
14-11-2014,Coppin St,65,Oregon,107,Loss
14-11-2014,Sacred Heart,71,Hartford,53,Win
14-11-2014,Hartford,53,Sacred Heart,71,Loss
14-11-2014,Villanova,77,Lehigh,66,Win
14-11-2014,Lehigh,66,Villanova,77,Loss
14-11-2014,Tennessee Tech,83,Piedmont Bap,29,Win
14-11-2014,Piedmont Bap,29,Tennessee Tech,83,Loss
14-11-2014,High Point,100,CS Bakersfield,99,Win
14-11-2014,CS Bakersfield,99,High Point,100,Loss
14-11-2014,San Jose St,67,Bethesda,44,Win
14-11-2014,Bethesda,44,San Jose St,67,Loss
14-11-2014,Boise St,81,San Diego,75,Win
14-11-2014,San Diego,75,Boise St,81,Loss
14-11-2014,Hawaii,85,Ark Pine Bluff,57,Win
14-11-2014,Ark Pine Bluff,57,Hawaii,85,Loss
14-11-2014,Fordham,94,NYIT,77,Win
14-11-2014,NYIT,77,Fordham,94,Loss
14-11-2014,Louisville,81,Minnesota,68,Win
14-11-2014,Minnesota,68,Louisville,81,Loss
14-11-2014,UTEP,65,Washington St,52,Win
14-11-2014,Washington St,52,UTEP,65,Loss
14-11-2014,SMU,93,Lamar,54,Win
14-11-2014,Lamar,54,SMU,93,Loss
14-11-2014,Baylor,80,McNeese St,39,Win
14-11-2014,McNeese St,39,Baylor,80,Loss
14-11-2014,Iowa,90,Hampton,56,Win
14-11-2014,Hampton,56,Iowa,90,Loss
14-11-2014,Marquette,79,TN Martin,63,Win
14-11-2014,TN Martin,63,Marquette,79,Loss
14-11-2014,Utah Valley,60,South Dakota,52,Win
14-11-2014,South Dakota,52,Utah Valley,60,Loss
14-11-2014,Gonzaga,104,CS Sacramento,58,Win
14-11-2014,CS Sacramento,58,Gonzaga,104,Loss
14-11-2014,Utah St,72,Weber St,61,Win
14-11-2014,Weber St,61,Utah St,72,Loss
14-11-2014,N Colorado,83,Black Hills St,62,Win
14-11-2014,Black Hills St,62,N Colorado,83,Loss
14-11-2014,E Washington,86,TX Southern,62,Win
14-11-2014,TX Southern,62,E Washington,86,Loss
14-11-2014,Idaho,77,Eastern Oregon,65,Win
14-11-2014,Eastern Oregon,65,Idaho,77,Loss
14-11-2014,Texas St,62,Seattle,53,Win
14-11-2014,Seattle,53,Texas St,62,Loss
14-11-2014,Arizona St,86,Chicago St,50,Win
14-11-2014,Chicago St,50,Arizona St,86,Loss
14-11-2014,Oregon St,67,Rice,54,Win
14-11-2014,Rice,54,Oregon St,67,Loss
14-11-2014,California,91,Alcorn St,57,Win
14-11-2014,Alcorn St,57,California,91,Loss
14-11-2014,DePaul,72,IL Chicago,71,Win
14-11-2014,IL Chicago,71,DePaul,72,Loss
14-11-2014,Portland,87,Concordia OR,59,Win
14-11-2014,Concordia OR,59,Portland,87,Loss
14-11-2014,New Mexico,79,Idaho St,55,Win
14-11-2014,Idaho St,55,New Mexico,79,Loss
14-11-2014,Utah,90,Ball St,72,Win
14-11-2014,Ball St,72,Utah,90,Loss
14-11-2014,Pepperdine,89,Fresno St,74,Win
14-11-2014,Fresno St,74,Pepperdine,89,Loss
14-11-2014,South Florida,75,Flagler,61,Win
14-11-2014,Flagler,61,South Florida,75,Loss
14-11-2014,East Carolina,99,NC Wesleyan,81,Win
14-11-2014,NC Wesleyan,81,East Carolina,99,Loss
14-11-2014,IPFW,74,Manchester,50,Win
14-11-2014,Manchester,50,IPFW,74,Loss
14-11-2014,Connecticut,66,Bryant,53,Win
14-11-2014,Bryant,53,Connecticut,66,Loss
14-11-2014,Massachusetts,95,Siena,87,Win
14-11-2014,Siena,87,Massachusetts,95,Loss
14-11-2014,Iona,78,Cleveland St,73,Win
14-11-2014,Cleveland St,73,Iona,78,Loss
14-11-2014,Bucknell,75,Marist,72,Win
14-11-2014,Marist,72,Bucknell,75,Loss
14-11-2014,Princeton,64,Rider,58,Win
14-11-2014,Rider,58,Princeton,64,Loss
14-11-2014,Pittsburgh,78,Niagara,45,Win
14-11-2014,Niagara,45,Pittsburgh,78,Loss
14-11-2014,Lafayette,77,Robert Morris,50,Win
14-11-2014,Robert Morris,50,Lafayette,77,Loss
14-11-2014,Wake Forest,80,UNC Asheville,69,Win
14-11-2014,UNC Asheville,69,Wake Forest,80,Loss
14-11-2014,Virginia,79,James Madison,51,Win
14-11-2014,James Madison,51,Virginia,79,Loss
14-11-2014,NC State,93,Jackson St,58,Win
14-11-2014,Jackson St,58,NC State,93,Loss
14-11-2014,Miami FL,84,Howard,49,Win
14-11-2014,Howard,49,Miami FL,84,Loss
14-11-2014,Georgia Tech,80,Georgia,73,Win
14-11-2014,Georgia,73,Georgia Tech,80,Loss
14-11-2014,Virginia Tech,71,MD E Shore,46,Win
14-11-2014,MD E Shore,46,Virginia Tech,71,Loss
14-11-2014,C Michigan,106,Alma,64,Win
14-11-2014,Alma,64,C Michigan,106,Loss
14-11-2014,Clemson,86,Florida A&M,41,Win
14-11-2014,Florida A&M,41,Clemson,86,Loss
14-11-2014,Boston College,58,New Hampshire,50,Win
14-11-2014,New Hampshire,50,Boston College,58,Loss
14-11-2014,Xavier,93,Northern Arizona,60,Win
14-11-2014,Northern Arizona,60,Xavier,93,Loss
14-11-2014,South Alabama,83,Carroll MT,64,Win
14-11-2014,Carroll MT,64,South Alabama,83,Loss
14-11-2014,Southern Miss,86,Wm Carey,63,Win
14-11-2014,Wm Carey,63,Southern Miss,86,Loss
14-11-2014,E Michigan,64,St Francis IL,52,Win
14-11-2014,St Francis IL,52,E Michigan,64,Loss
14-11-2014,Sam Houston St,100,Austin Col,52,Win
14-11-2014,Austin Col,52,Sam Houston St,100,Loss
14-11-2014,MTSU,77,Ohio Valley,60,Win
14-11-2014,Ohio Valley,60,MTSU,77,Loss
14-11-2014,Army,84,Air Force,78,Win
14-11-2014,Air Force,78,Army,84,Loss
14-11-2014,Wichita St,71,New Mexico St,54,Win
14-11-2014,New Mexico St,54,Wichita St,71,Loss
14-11-2014,Florida Intl,64,Florida Col,42,Win
14-11-2014,Florida Col,42,Florida Intl,64,Loss
14-11-2014,Dayton,76,Alabama A&M,52,Win
14-11-2014,Alabama A&M,52,Dayton,76,Loss
14-11-2014,VMI,66,Citadel,65,Win
14-11-2014,Citadel,65,VMI,66,Loss
14-11-2014,Mississippi St,66,W Carolina,56,Win
14-11-2014,W Carolina,56,Mississippi St,66,Loss
14-11-2014,Florida,68,William & Mary,45,Win
14-11-2014,William & Mary,45,Florida,68,Loss
14-11-2014,West Virginia,64,Monmouth NJ,54,Win
14-11-2014,Monmouth NJ,54,West Virginia,64,Loss
14-11-2014,VA Commonwealth,85,Tennessee,69,Win
14-11-2014,Tennessee,69,VA Commonwealth,85,Loss
14-11-2014,North Texas,84,Ark Monticello,62,Win
14-11-2014,Ark Monticello,62,North Texas,84,Loss
14-11-2014,Quinnipiac,88,Yale,85,Win
14-11-2014,Yale,85,Quinnipiac,88,Loss
14-11-2014,Fairfield,71,Central Conn,63,Win
14-11-2014,Central Conn,63,Fairfield,71,Loss
14-11-2014,Duke,113,Presbyterian,44,Win
14-11-2014,Presbyterian,44,Duke,113,Loss
14-11-2014,Chattanooga,110,Hiwassee,53,Win
14-11-2014,Hiwassee,53,Chattanooga,110,Loss
14-11-2014,St John's,77,NJIT,58,Win
14-11-2014,NJIT,58,St John's,77,Loss
14-11-2014,Maryland,82,Wagner,48,Win
14-11-2014,Wagner,48,Maryland,82,Loss
14-11-2014,Elon,64,FL Atlantic,58,Win
14-11-2014,FL Atlantic,58,Elon,64,Loss
14-11-2014,Kansas,69,Santa Barbara,59,Win
14-11-2014,Santa Barbara,59,Kansas,69,Loss
14-11-2014,Iowa St,93,Oakland,82,Win
14-11-2014,Oakland,82,Iowa St,93,Loss
14-11-2014,Coastal Car,79,Trinity Bap,36,Win
14-11-2014,Trinity Bap,36,Coastal Car,79,Loss
14-11-2014,Buffalo,69,S Dakota St,67,Win
14-11-2014,S Dakota St,67,Buffalo,69,Loss
14-11-2014,Temple,40,American Univ,37,Win
14-11-2014,American Univ,37,Temple,40,Loss
14-11-2014,Campbell,97,Barber-Scotia,58,Win
14-11-2014,Barber-Scotia,58,Campbell,97,Loss
14-11-2014,Richmond,64,Radford,46,Win
14-11-2014,Radford,46,Richmond,64,Loss
14-11-2014,Oklahoma St,83,SE Louisiana,55,Win
14-11-2014,SE Louisiana,55,Oklahoma St,83,Loss
14-11-2014,Cincinnati,52,St Francis PA,37,Win
14-11-2014,St Francis PA,37,Cincinnati,52,Loss
14-11-2014,Houston,77,Murray St,74,Win
14-11-2014,Murray St,74,Houston,77,Loss
14-11-2014,BYU,95,Long Beach St,90,Win
14-11-2014,Long Beach St,90,BYU,95,Loss
14-11-2014,Pacific,73,W Illinois,71,Win
14-11-2014,W Illinois,71,Pacific,73,Loss
14-11-2014,Indiana St,79,IUPUI,66,Win
14-11-2014,IUPUI,66,Indiana St,79,Loss
14-11-2014,Texas,85,N Dakota St,50,Win
14-11-2014,N Dakota St,50,Texas,85,Loss
14-11-2014,TCU,71,Prairie View,54,Win
14-11-2014,Prairie View,54,TCU,71,Loss
14-11-2014,UT Arlington,86,Bradley,75,Win
14-11-2014,Bradley,75,UT Arlington,86,Loss
14-11-2014,Brown,70,St Peter's,58,Win
14-11-2014,St Peter's,58,Brown,70,Loss
14-11-2014,Detroit,77,Rochester MI,54,Win
14-11-2014,Rochester MI,54,Detroit,77,Loss
14-11-2014,Longwood,79,Averett,53,Win
14-11-2014,Averett,53,Longwood,79,Loss
14-11-2014,Charleston So,66,Mississippi,65,Win
14-11-2014,Mississippi,65,Charleston So,66,Loss
14-11-2014,Cornell,68,George Mason,60,Win
14-11-2014,George Mason,60,Cornell,68,Loss
14-11-2014,G Washington,92,Grambling,40,Win
14-11-2014,Grambling,40,G Washington,92,Loss
14-11-2014,Purdue,80,Samford,40,Win
14-11-2014,Samford,40,Purdue,80,Loss
14-11-2014,Syracuse,89,Kennesaw,42,Win
14-11-2014,Kennesaw,42,Syracuse,89,Loss
14-11-2014,South Carolina,81,North Florida,56,Win
14-11-2014,North Florida,56,South Carolina,81,Loss
14-11-2014,UNC Greensboro,76,Chowan,62,Win
14-11-2014,Chowan,62,UNC Greensboro,76,Loss
14-11-2014,Mercer,88,Piedmont,48,Win
14-11-2014,Piedmont,48,Mercer,88,Loss
14-11-2014,Rhode Island,94,Pace,54,Win
14-11-2014,Pace,54,Rhode Island,94,Loss
14-11-2014,Penn St,61,Morgan St,48,Win
14-11-2014,Morgan St,48,Penn St,61,Loss
14-11-2014,Ohio St,92,MA Lowell,55,Win
14-11-2014,MA Lowell,55,Ohio St,92,Loss
14-11-2014,E Kentucky,76,Savannah St,53,Win
14-11-2014,Savannah St,53,E Kentucky,76,Loss
14-11-2014,Wright St,73,Belmont,70,Win
14-11-2014,Belmont,70,Wright St,73,Loss
14-11-2014,Indiana,116,MS Valley St,65,Win
14-11-2014,MS Valley St,65,Indiana,116,Loss
14-11-2014,Stony Brook,57,Columbia,56,Win
14-11-2014,Columbia,56,Stony Brook,57,Loss
14-11-2014,F Dickinson,58,St Joseph's PA,57,Win
14-11-2014,St Joseph's PA,57,F Dickinson,58,Loss
14-11-2014,Marshall,74,Jacksonville St,55,Win
14-11-2014,Jacksonville St,55,Marshall,74,Loss
14-11-2014,Harvard,73,MIT,52,Win
14-11-2014,MIT,52,Harvard,73,Loss
15-11-2014,SC Upstate,78,Florida A&M,65,Win
15-11-2014,Florida A&M,65,SC Upstate,78,Loss
15-11-2014,UC Riverside,75,UC San Diego,52,Win
15-11-2014,UC San Diego,52,UC Riverside,75,Loss
15-11-2014,Duke,109,Fairfield,59,Win
15-11-2014,Fairfield,59,Duke,109,Loss
15-11-2014,Oral Roberts,77,Tulsa,68,Win
15-11-2014,Tulsa,68,Oral Roberts,77,Loss
15-11-2014,St Louis,62,S Illinois,59,Win
15-11-2014,S Illinois,59,St Louis,62,Loss
15-11-2014,Kent,69,Youngstown St,61,Win
15-11-2014,Youngstown St,61,Kent,69,Loss
15-11-2014,Nevada,65,Cal Poly SLO,49,Win
15-11-2014,Cal Poly SLO,49,Nevada,65,Loss
15-11-2014,Providence,64,Albany NY,60,Win
15-11-2014,Albany NY,60,Providence,64,Loss
15-11-2014,Long Beach St,74,S Francisco St,64,Win
15-11-2014,S Francisco St,64,Long Beach St,74,Loss
15-11-2014,St Bonaventure,77,Dartmouth,57,Win
15-11-2014,Dartmouth,57,St Bonaventure,77,Loss
15-11-2014,High Point,74,Ark Pine Bluff,62,Win
15-11-2014,Ark Pine Bluff,62,High Point,74,Loss
15-11-2014,Hawaii,72,CS Bakersfield,65,Win
15-11-2014,CS Bakersfield,65,Hawaii,72,Loss
15-11-2014,Air Force,68,Citadel,55,Win
15-11-2014,Citadel,55,Air Force,68,Loss
15-11-2014,Duquesne,91,Bluefield WV,51,Win
15-11-2014,Bluefield WV,51,Duquesne,91,Loss
15-11-2014,Army,92,VMI,86,Win
15-11-2014,VMI,86,Army,92,Loss
15-11-2014,ULM,74,UAB,65,Win
15-11-2014,UAB,65,ULM,74,Loss
15-11-2014,Boise St,77,Loy Marymount,69,Win
15-11-2014,Loy Marymount,69,Boise St,77,Loss
15-11-2014,Colorado St,83,Montana,66,Win
15-11-2014,Montana,66,Colorado St,83,Loss
15-11-2014,Portland St,76,USC,68,Win
15-11-2014,USC,68,Portland St,76,Loss
15-11-2014,Santa Clara,70,San Diego Chr,58,Win
15-11-2014,San Diego Chr,58,Santa Clara,70,Loss
15-11-2014,San Diego,67,SE Missouri St,56,Win
15-11-2014,SE Missouri St,56,San Diego,67,Loss
15-11-2014,Canisius,64,Vermont,60,Win
15-11-2014,Vermont,60,Canisius,64,Loss
15-11-2014,Northern Iowa,64,North Dakota,52,Win
15-11-2014,North Dakota,52,Northern Iowa,64,Loss
15-11-2014,Ohio,73,Appalachian St,47,Win
15-11-2014,Appalachian St,47,Ohio,73,Loss
15-11-2014,Davidson,102,Catholic,66,Win
15-11-2014,Catholic,66,Davidson,102,Loss
15-11-2014,FL Gulf Coast,63,Nova SE,51,Win
15-11-2014,Nova SE,51,FL Gulf Coast,63,Loss
15-11-2014,Georgetown,83,St Francis NY,62,Win
15-11-2014,St Francis NY,62,Georgetown,83,Loss
15-11-2014,Old Dominion,76,UNC Wilmington,56,Win
15-11-2014,UNC Wilmington,56,Old Dominion,76,Loss
15-11-2014,Florida St,81,Manhattan,66,Win
15-11-2014,Manhattan,66,Florida St,81,Loss
15-11-2014,Bethune-Cookman,91,Trinity FL,69,Win
15-11-2014,Trinity FL,69,Bethune-Cookman,91,Loss
15-11-2014,LSU,93,Gardner Webb,82,Win
15-11-2014,Gardner Webb,82,LSU,93,Loss
15-11-2014,WI Green Bay,88,IL Springfield,57,Win
15-11-2014,IL Springfield,57,WI Green Bay,88,Loss
15-11-2014,Winthrop,82,Pfeiffer,59,Win
15-11-2014,Pfeiffer,59,Winthrop,82,Loss
15-11-2014,Butler,99,Maine,57,Win
15-11-2014,Maine,57,Butler,99,Loss
15-11-2014,W Kentucky,77,Austin Peay,70,Win
15-11-2014,Austin Peay,70,W Kentucky,77,Loss
15-11-2014,Delaware St,77,Penn,75,Win
15-11-2014,Penn,75,Delaware St,77,Loss
15-11-2014,La Salle,57,Colgate,52,Win
15-11-2014,Colgate,52,La Salle,57,Loss
15-11-2014,Michigan,92,Hillsdale,68,Win
15-11-2014,Hillsdale,68,Michigan,92,Loss
15-11-2014,Evansville,116,Earlham,45,Win
15-11-2014,Earlham,45,Evansville,116,Loss
15-11-2014,N Illinois,86,Aurora,56,Win
15-11-2014,Aurora,56,N Illinois,86,Loss
15-11-2014,Bowling Green,77,Drake,58,Win
15-11-2014,Drake,58,Bowling Green,77,Loss
16-11-2014,UC Irvine,68,Pacific,50,Win
16-11-2014,Pacific,50,UC Irvine,68,Loss
16-11-2014,Stanford,84,South Dakota,73,Win
16-11-2014,South Dakota,73,Stanford,84,Loss
16-11-2014,UCF,64,Stetson,55,Win
16-11-2014,Stetson,55,UCF,64,Loss
16-11-2014,North Carolina,103,Robert Morris,59,Win
16-11-2014,Robert Morris,59,North Carolina,103,Loss
16-11-2014,Howard,101,Goucher,54,Win
16-11-2014,Goucher,54,Howard,101,Loss
16-11-2014,Missouri,56,Valparaiso,41,Win
16-11-2014,Valparaiso,41,Missouri,56,Loss
16-11-2014,Illinois,114,Coppin St,56,Win
16-11-2014,Coppin St,56,Illinois,114,Loss
16-11-2014,Penn St,73,Fordham,54,Win
16-11-2014,Fordham,54,Penn St,73,Loss
16-11-2014,NE Omaha,100,Cent Arkansas,75,Win
16-11-2014,Cent Arkansas,75,NE Omaha,100,Loss
16-11-2014,Utah St,60,Illinois St,55,Win
16-11-2014,Illinois St,55,Utah St,60,Loss
16-11-2014,Wright St,76,OH Dominican,64,Win
16-11-2014,OH Dominican,64,Wright St,76,Loss
16-11-2014,Denver,54,Idaho St,38,Win
16-11-2014,Idaho St,38,Denver,54,Loss
16-11-2014,Creighton,84,Chicago St,66,Win
16-11-2014,Chicago St,66,Creighton,84,Loss
16-11-2014,Holy Cross,58,Harvard,57,Win
16-11-2014,Harvard,57,Holy Cross,58,Loss
16-11-2014,UCLA,84,Coastal Car,71,Win
16-11-2014,Coastal Car,71,UCLA,84,Loss
16-11-2014,San Francisco,91,S Carolina St,52,Win
16-11-2014,S Carolina St,52,San Francisco,91,Loss
16-11-2014,New Mexico,67,CS Fullerton,59,Win
16-11-2014,CS Fullerton,59,New Mexico,67,Loss
16-11-2014,Northeastern,71,Boston Univ,65,Win
16-11-2014,Boston Univ,65,Northeastern,71,Loss
16-11-2014,Jacksonville,72,Florida National,61,Win
16-11-2014,Florida National,61,Jacksonville,72,Loss
16-11-2014,Lamar,78,LSU-Alexandria,75,Win
16-11-2014,LSU-Alexandria,75,Lamar,78,Loss
16-11-2014,Massachusetts,71,Boston College,62,Win
16-11-2014,Boston College,62,Massachusetts,71,Loss
16-11-2014,Arizona,86,CS Northridge,68,Win
16-11-2014,CS Northridge,68,Arizona,86,Loss
16-11-2014,G Washington,70,Rutgers,53,Win
16-11-2014,Rutgers,53,G Washington,70,Loss
16-11-2014,Virginia,67,Norfolk St,39,Win
16-11-2014,Norfolk St,39,Virginia,67,Loss
16-11-2014,UC Davis,57,Holy Names,42,Win
16-11-2014,Holy Names,42,UC Davis,57,Loss
16-11-2014,UNLV,59,Sam Houston St,57,Win
16-11-2014,Sam Houston St,57,UNLV,59,Loss
16-11-2014,California,93,Kennesaw,59,Win
16-11-2014,Kennesaw,59,California,93,Loss
16-11-2014,Texas,85,Alcorn St,53,Win
16-11-2014,Alcorn St,53,Texas,85,Loss
16-11-2014,Charlotte,73,Elon,60,Win
16-11-2014,Elon,60,Charlotte,73,Loss
16-11-2014,South Florida,73,Jackson St,64,Win
16-11-2014,Jackson St,64,South Florida,73,Loss
16-11-2014,Hartford,51,St Peter's,50,Win
16-11-2014,St Peter's,50,Hartford,51,Loss
16-11-2014,Miami OH,76,Southern Utah,63,Win
16-11-2014,Southern Utah,63,Miami OH,76,Loss
16-11-2014,Notre Dame,92,Navy,53,Win
16-11-2014,Navy,53,Notre Dame,92,Loss
16-11-2014,Rhode Island,72,MA Lowell,56,Win
16-11-2014,MA Lowell,56,Rhode Island,72,Loss
16-11-2014,George Mason,63,Princeton,60,Win
16-11-2014,Princeton,60,George Mason,63,Loss
16-11-2014,Nebraska,80,N Kentucky,61,Win
16-11-2014,N Kentucky,61,Nebraska,80,Loss
16-11-2014,Kentucky,71,Buffalo,52,Win
16-11-2014,Buffalo,52,Kentucky,71,Loss
16-11-2014,W Michigan,87,Aquinas,57,Win
16-11-2014,Aquinas,57,W Michigan,87,Loss
16-11-2014,Arkansas,97,Alabama St,79,Win
16-11-2014,Alabama St,79,Arkansas,97,Loss
16-11-2014,Seton Hall,63,Mercer,47,Win
16-11-2014,Mercer,47,Seton Hall,63,Loss
16-11-2014,Toledo,71,Northern Arizona,58,Win
16-11-2014,Northern Arizona,58,Toledo,71,Loss
16-11-2014,Wisconsin,89,Chattanooga,45,Win
16-11-2014,Chattanooga,45,Wisconsin,89,Loss
16-11-2014,Pittsburgh,63,Samford,56,Win
16-11-2014,Samford,56,Pittsburgh,63,Loss
16-11-2014,Portland,73,San Jose St,68,Win
16-11-2014,San Jose St,68,Portland,73,Loss
16-11-2014,Loyola MD,76,Cornell,71,Win
16-11-2014,Cornell,71,Loyola MD,76,Loss
16-11-2014,Wyoming,78,N Colorado,70,Win
16-11-2014,N Colorado,70,Wyoming,78,Loss
16-11-2014,Marshall,66,Savannah St,47,Win
16-11-2014,Savannah St,47,Marshall,66,Loss
16-11-2014,Syracuse,65,Hampton,47,Win
16-11-2014,Hampton,47,Syracuse,65,Loss
16-11-2014,Youngstown St,71,Oberlin,53,Win
16-11-2014,Oberlin,53,Youngstown St,71,Loss
16-11-2014,Austin Peay,68,Berea,63,Win
16-11-2014,Berea,63,Austin Peay,68,Loss
16-11-2014,West Virginia,83,Lafayette,56,Win
16-11-2014,Lafayette,56,West Virginia,83,Loss
16-11-2014,Oklahoma St,74,Prairie View,52,Win
16-11-2014,Prairie View,52,Oklahoma St,74,Loss
16-11-2014,Oklahoma,78,SE Louisiana,53,Win
16-11-2014,SE Louisiana,53,Oklahoma,78,Loss
16-11-2014,UNC Asheville,83,East Carolina,79,Win
16-11-2014,East Carolina,79,UNC Asheville,83,Loss
16-11-2014,Vanderbilt,83,Trevecca Naz,56,Win
16-11-2014,Trevecca Naz,56,Vanderbilt,83,Loss
16-11-2014,Ark Little Rock,77,Ark Monticello,64,Win
16-11-2014,Ark Monticello,64,Ark Little Rock,77,Loss
16-11-2014,Purdue,77,IUPUI,57,Win
16-11-2014,IUPUI,57,Purdue,77,Loss
17-11-2014,E Illinois,81,Eureka,51,Win
17-11-2014,Eureka,51,E Illinois,81,Loss
17-11-2014,Mississippi St,89,MS Valley St,68,Win
17-11-2014,MS Valley St,68,Mississippi St,89,Loss
17-11-2014,ULM,106,Champion Bap,39,Win
17-11-2014,Champion Bap,39,ULM,106,Loss
17-11-2014,Houston Bap,89,Hillsdale Bap,53,Win
17-11-2014,Hillsdale Bap,53,Houston Bap,89,Loss
17-11-2014,E Washington,75,Utah Valley,50,Win
17-11-2014,Utah Valley,50,E Washington,75,Loss
17-11-2014,Iowa St,81,Georgia St,58,Win
