Date,Team,Team Score,Opponent,Opponent Score,Team Result
03-01-2015,Cent Arkansas,70,Abilene Chr,87,Loss
03-01-2015,Mercer,76,UNC Greensboro,55,Win
03-01-2015,UNC Greensboro,55,Mercer,76,Loss
03-01-2015,Longwood,90,Radford,79,Win
03-01-2015,Radford,79,Longwood,90,Loss
03-01-2015,Davidson,81,Richmond,67,Win
03-01-2015,Richmond,67,Davidson,81,Loss
03-01-2015,Bowling Green,58,Chicago St,35,Win
03-01-2015,Chicago St,35,Bowling Green,58,Loss
03-01-2015,Chattanooga,72,Furman,60,Win
03-01-2015,Furman,60,Chattanooga,72,Loss
03-01-2015,Presbyterian,62,Liberty,58,Win
03-01-2015,Liberty,58,Presbyterian,62,Loss
03-01-2015,South Florida,58,East Carolina,50,Win
03-01-2015,East Carolina,50,South Florida,58,Loss
03-01-2015,Nevada,80,Air Force,62,Win
03-01-2015,Air Force,62,Nevada,80,Loss
03-01-2015,Alabama St,71,Grambling,50,Win
03-01-2015,Grambling,50,Alabama St,71,Loss
03-01-2015,Southern Univ,68,Prairie View,56,Win
03-01-2015,Prairie View,56,Southern Univ,68,Loss
03-01-2015,Missouri,72,Lipscomb,60,Win
03-01-2015,Lipscomb,60,Missouri,72,Loss
03-01-2015,TX Southern,72,Alcorn St,55,Win
03-01-2015,Alcorn St,55,TX Southern,72,Loss
03-01-2015,Robert Morris,70,Mt St Mary's,45,Win
03-01-2015,Mt St Mary's,45,Robert Morris,70,Loss
03-01-2015,SF Austin,80,McNeese St,75,Win
03-01-2015,McNeese St,75,SF Austin,80,Loss
03-01-2015,SC Upstate,68,Hampton,54,Win
03-01-2015,Hampton,54,SC Upstate,68,Loss
03-01-2015,Toledo,57,N Kentucky,55,Win
03-01-2015,N Kentucky,55,Toledo,57,Loss
03-01-2015,Duke,85,Boston College,62,Win
03-01-2015,Boston College,62,Duke,85,Loss
03-01-2015,Butler,73,St John's,69,Win
03-01-2015,St John's,69,Butler,73,Loss
03-01-2015,E Illinois,59,Jacksonville St,50,Win
03-01-2015,Jacksonville St,50,E Illinois,59,Loss
03-01-2015,Georgetown,76,Creighton,61,Win
03-01-2015,Creighton,61,Georgetown,76,Loss
03-01-2015,Bryant,67,Long Island,63,Win
03-01-2015,Long Island,63,Bryant,67,Loss
03-01-2015,St Bonaventure,69,Massachusetts,55,Win
03-01-2015,Massachusetts,55,St Bonaventure,69,Loss
03-01-2015,St Francis PA,85,Wagner,68,Win
03-01-2015,Wagner,68,St Francis PA,85,Loss
03-01-2015,Arkansas,79,Utah Valley,46,Win
03-01-2015,Utah Valley,46,Arkansas,79,Loss
03-01-2015,Elon,77,Drexel,67,Win
03-01-2015,Drexel,67,Elon,77,Loss
03-01-2015,CS Fullerton,67,Seattle,55,Win
03-01-2015,Seattle,55,CS Fullerton,67,Loss
03-01-2015,New Mexico St,70,UC Irvine,67,Win
03-01-2015,UC Irvine,67,New Mexico St,70,Loss
03-01-2015,N Colorado,62,Montana St,54,Win
03-01-2015,Montana St,54,N Colorado,62,Loss
03-01-2015,Montana,74,North Dakota,63,Win
03-01-2015,North Dakota,63,Montana,74,Loss
03-01-2015,ULL,91,Troy,64,Win
03-01-2015,Troy,64,ULL,91,Loss
03-01-2015,UT Arlington,99,South Alabama,87,Win
03-01-2015,South Alabama,87,UT Arlington,99,Loss
03-01-2015,SE Missouri St,77,Tennessee St,62,Win
03-01-2015,Tennessee St,62,SE Missouri St,77,Loss
03-01-2015,UC Davis,78,Cal Maritime,41,Win
03-01-2015,Cal Maritime,41,UC Davis,78,Loss
03-01-2015,Northern Arizona,73,Portland St,60,Win
03-01-2015,Portland St,60,Northern Arizona,73,Loss
03-01-2015,Kennesaw,92,Thomas GA,66,Win
03-01-2015,Thomas GA,66,Kennesaw,92,Loss
03-01-2015,Wyoming,64,San Jose St,59,Win
03-01-2015,San Jose St,59,Wyoming,64,Loss
03-01-2015,Idaho,86,Weber St,84,Win
03-01-2015,Weber St,84,Idaho,86,Loss
03-01-2015,CS Sacramento,90,Southern Utah,75,Win
03-01-2015,Southern Utah,75,CS Sacramento,90,Loss
03-01-2015,BYU,99,San Francisco,68,Win
03-01-2015,San Francisco,68,BYU,99,Loss
03-01-2015,Appalachian St,74,Arkansas St,73,Win
03-01-2015,Arkansas St,73,Appalachian St,74,Loss
03-01-2015,Long Beach St,81,Fresno Pacific,46,Win
03-01-2015,Fresno Pacific,46,Long Beach St,81,Loss
03-01-2015,E Kentucky,63,S Carolina St,52,Win
03-01-2015,S Carolina St,52,E Kentucky,63,Loss
03-01-2015,Albany NY,80,Maine,56,Win
03-01-2015,Maine,56,Albany NY,80,Loss
03-01-2015,Lamar,75,Nicholls St,62,Win
03-01-2015,Nicholls St,62,Lamar,75,Loss
03-01-2015,NC A&T,83,CS Bakersfield,70,Win
03-01-2015,CS Bakersfield,70,NC A&T,83,Loss
03-01-2015,Jackson St,70,Alabama A&M,67,Win
03-01-2015,Alabama A&M,67,Jackson St,70,Loss
03-01-2015,Ga Southern,40,Texas St,36,Win
03-01-2015,Texas St,36,Ga Southern,40,Loss
03-01-2015,New Mexico,66,Colorado St,53,Win
03-01-2015,Colorado St,53,New Mexico,66,Loss
03-01-2015,Fresno St,59,San Diego St,57,Win
03-01-2015,San Diego St,57,Fresno St,59,Loss
03-01-2015,Northwestern LA,99,Houston Bap,78,Win
03-01-2015,Houston Bap,78,Northwestern LA,99,Loss
03-01-2015,Bradley,63,S Illinois,44,Win
03-01-2015,S Illinois,44,Bradley,63,Loss
03-01-2015,LSU,75,Savannah St,59,Win
03-01-2015,Savannah St,59,LSU,75,Loss
03-01-2015,Edwardsville,85,Tennessee Tech,62,Win
03-01-2015,Tennessee Tech,62,Edwardsville,85,Loss
03-01-2015,Murray St,66,Morehead St,57,Win
03-01-2015,Morehead St,57,Murray St,66,Loss
03-01-2015,Missouri St,62,Drake,37,Win
03-01-2015,Drake,37,Missouri St,62,Loss
03-01-2015,James Madison,61,Towson,52,Win
03-01-2015,Towson,52,James Madison,61,Loss
03-01-2015,George Mason,70,La Salle,62,Win
03-01-2015,La Salle,62,George Mason,70,Loss
03-01-2015,NC State,68,Pittsburgh,50,Win
03-01-2015,Pittsburgh,50,NC State,68,Loss
03-01-2015,William & Mary,75,Col Charleston,45,Win
03-01-2015,Col Charleston,45,William & Mary,75,Loss
03-01-2015,Georgia St,82,Ark Little Rock,69,Win
03-01-2015,Ark Little Rock,69,Georgia St,82,Loss
03-01-2015,Ohio St,77,Illinois,61,Win
03-01-2015,Illinois,61,Ohio St,77,Loss
03-01-2015,Rutgers,50,Penn St,46,Win
03-01-2015,Penn St,46,Rutgers,50,Loss
03-01-2015,Boston Univ,75,Lehigh,56,Win
03-01-2015,Lehigh,56,Boston Univ,75,Loss
03-01-2015,Stetson,65,Florida A&M,60,Win
03-01-2015,Florida A&M,60,Stetson,65,Loss
03-01-2015,High Point,90,Winthrop,87,Win
03-01-2015,Winthrop,87,High Point,90,Loss
03-01-2015,American Univ,53,Holy Cross,49,Win
03-01-2015,Holy Cross,49,American Univ,53,Loss
03-01-2015,Syracuse,68,Virginia Tech,66,Win
03-01-2015,Virginia Tech,66,Syracuse,68,Loss
03-01-2015,Seton Hall,66,Villanova,61,Win
03-01-2015,Villanova,61,Seton Hall,66,Loss
03-01-2015,Maryland,70,Minnesota,58,Win
03-01-2015,Minnesota,58,Maryland,70,Loss
03-01-2015,Oregon,71,Oregon St,59,Win
03-01-2015,Oregon St,59,Oregon,71,Loss
03-01-2015,Tulane,74,Memphis,66,Win
03-01-2015,Memphis,66,Tulane,74,Loss
03-01-2015,Cincinnati,56,SMU,50,Win
03-01-2015,SMU,50,Cincinnati,56,Loss
03-01-2015,Gonzaga,87,Portland,75,Win
03-01-2015,Portland,75,Gonzaga,87,Loss
03-01-2015,South Carolina,64,Iowa St,60,Win
03-01-2015,Iowa St,60,South Carolina,64,Loss
03-01-2015,Oklahoma St,61,Kansas St,47,Win
03-01-2015,Kansas St,47,Oklahoma St,61,Loss
03-01-2015,Texas,70,Texas Tech,61,Win
03-01-2015,Texas Tech,61,Texas,70,Loss
03-01-2015,Oklahoma,73,Baylor,63,Win
03-01-2015,Baylor,63,Oklahoma,73,Loss
03-01-2015,Virginia,89,Miami FL,80,Win
03-01-2015,Miami FL,80,Virginia,89,Loss
03-01-2015,North Carolina,74,Clemson,50,Win
03-01-2015,Clemson,50,North Carolina,74,Loss
03-01-2015,Louisiana Tech,83,Southern Miss,70,Win
03-01-2015,Southern Miss,70,Louisiana Tech,83,Loss
03-01-2015,Akron,79,Coppin St,62,Win
03-01-2015,Coppin St,62,Akron,79,Loss
03-01-2015,Pepperdine,71,Pacific,61,Win
03-01-2015,Pacific,61,Pepperdine,71,Loss
03-01-2015,St Mary's CA,72,Loy Marymount,63,Win
03-01-2015,Loy Marymount,63,St Mary's CA,72,Loss
03-01-2015,Santa Clara,59,San Diego,56,Win
03-01-2015,San Diego,56,Santa Clara,59,Loss
03-01-2015,Hofstra,68,UNC Wilmington,56,Win
03-01-2015,UNC Wilmington,56,Hofstra,68,Loss
03-01-2015,G Washington,64,St Joseph's PA,60,Win
03-01-2015,St Joseph's PA,60,G Washington,64,Loss
03-01-2015,Purdue,64,Michigan,51,Win
03-01-2015,Michigan,51,Purdue,64,Loss
03-01-2015,Northeastern,72,Delaware,53,Win
03-01-2015,Delaware,53,Northeastern,72,Loss
03-01-2015,Mississippi,92,Austin Peay,63,Win
03-01-2015,Austin Peay,63,Mississippi,92,Loss
03-01-2015,Georgia,63,Norfolk St,50,Win
03-01-2015,Norfolk St,50,Georgia,63,Loss
03-01-2015,Stony Brook,71,New Hampshire,61,Win
03-01-2015,New Hampshire,61,Stony Brook,71,Loss
03-01-2015,F Dickinson,73,Central Conn,67,Win
03-01-2015,Central Conn,67,F Dickinson,73,Loss
03-01-2015,St Francis NY,73,Sacred Heart,71,Win
03-01-2015,Sacred Heart,71,St Francis NY,73,Loss
03-01-2015,West Virginia,78,TCU,67,Win
03-01-2015,TCU,67,West Virginia,78,Loss
03-01-2015,Miami OH,66,Missouri KC,61,Win
03-01-2015,Missouri KC,61,Miami OH,66,Loss
03-01-2015,Notre Dame,83,Georgia Tech,76,Win
03-01-2015,Georgia Tech,76,Notre Dame,83,Loss
03-01-2015,Buffalo,92,Cornell,73,Win
03-01-2015,Cornell,73,Buffalo,92,Loss
03-01-2015,Rhode Island,65,St Louis,53,Win
03-01-2015,St Louis,53,Rhode Island,65,Loss
03-01-2015,Utah St,62,Boise St,61,Win
03-01-2015,Boise St,61,Utah St,62,Loss
03-01-2015,Navy,69,Lafayette,65,Win
03-01-2015,Lafayette,65,Navy,69,Loss
03-01-2015,Army,77,Loyola MD,53,Win
03-01-2015,Loyola MD,53,Army,77,Loss
03-01-2015,Ball St,51,Bethune-Cookman,48,Win
03-01-2015,Bethune-Cookman,48,Ball St,51,Loss
03-01-2015,Colgate,68,Bucknell,62,Win
03-01-2015,Bucknell,62,Colgate,68,Loss
03-01-2015,Dayton,81,Duquesne,55,Win
03-01-2015,Duquesne,55,Dayton,81,Loss
03-01-2015,Auburn,82,North Alabama,61,Win
03-01-2015,North Alabama,61,Auburn,82,Loss
03-01-2015,Connecticut,63,Florida,59,Win
03-01-2015,Florida,59,Connecticut,63,Loss
03-01-2015,Coastal Car,83,Charleston So,74,Win
03-01-2015,Charleston So,74,Coastal Car,83,Loss
03-01-2015,UNC Asheville,80,Gardner Webb,55,Win
03-01-2015,Gardner Webb,55,UNC Asheville,80,Loss
03-01-2015,Vanderbilt,79,Yale,74,Win
03-01-2015,Yale,74,Vanderbilt,79,Loss
03-01-2015,W Carolina,78,Citadel,70,Win
03-01-2015,Citadel,70,W Carolina,78,Loss
03-01-2015,Marquette,75,Providence,66,Win
03-01-2015,Providence,66,Marquette,75,Loss
03-01-2015,DePaul,71,Xavier,68,Win
03-01-2015,Xavier,68,DePaul,71,Loss
03-01-2015,Wofford,68,Samford,65,Win
03-01-2015,Samford,65,Wofford,68,Loss
04-01-2015,Utah,71,UCLA,39,Win
04-01-2015,UCLA,39,Utah,71,Loss
04-01-2015,UTEP,66,Rice,57,Win
04-01-2015,Rice,57,UTEP,66,Loss
04-01-2015,UT San Antonio,71,North Texas,61,Win
04-01-2015,North Texas,61,UT San Antonio,71,Loss
04-01-2015,Cleveland St,74,IL Chicago,69,Win
04-01-2015,IL Chicago,69,Cleveland St,74,Loss
04-01-2015,Valparaiso,79,Youngstown St,64,Win
04-01-2015,Youngstown St,64,Valparaiso,79,Loss
04-01-2015,Detroit,83,WI Milwaukee,67,Win
04-01-2015,WI Milwaukee,67,Detroit,83,Loss
04-01-2015,South Dakota,74,Denver,69,Win
04-01-2015,Denver,69,South Dakota,74,Loss
04-01-2015,St Peter's,79,Marist,67,Win
04-01-2015,Marist,67,St Peter's,79,Loss
04-01-2015,Louisville,85,Wake Forest,76,Win
04-01-2015,Wake Forest,76,Louisville,85,Loss
04-01-2015,Arizona,73,Arizona St,49,Win
04-01-2015,Arizona St,49,Arizona,73,Loss
04-01-2015,Stanford,68,Washington,60,Win
04-01-2015,Washington,60,Stanford,68,Loss
04-01-2015,Wisconsin,81,Northwestern,58,Win
04-01-2015,Northwestern,58,Wisconsin,81,Loss
04-01-2015,Washington St,69,California,66,Win
04-01-2015,California,66,Washington St,69,Loss
04-01-2015,N Dakota St,72,S Dakota St,69,Win
04-01-2015,S Dakota St,69,N Dakota St,72,Loss
04-01-2015,IUPUI,63,IPFW,58,Win
04-01-2015,IPFW,58,IUPUI,63,Loss
04-01-2015,Grand Canyon,71,UC Riverside,69,Win
04-01-2015,UC Riverside,69,Grand Canyon,71,Loss
04-01-2015,Colorado,86,USC,65,Win
04-01-2015,USC,65,Colorado,86,Loss
04-01-2015,Old Dominion,61,Charlotte,54,Win
04-01-2015,Charlotte,54,Old Dominion,61,Loss
04-01-2015,Wichita St,70,Illinois St,62,Win
04-01-2015,Illinois St,62,Wichita St,70,Loss
04-01-2015,UAB,54,MTSU,49,Win
04-01-2015,MTSU,49,UAB,54,Loss
04-01-2015,W Kentucky,81,Marshall,62,Win
04-01-2015,Marshall,62,W Kentucky,81,Loss
04-01-2015,Kansas,76,UNLV,61,Win
04-01-2015,UNLV,61,Kansas,76,Loss
04-01-2015,MS Valley St,67,Ark Pine Bluff,63,Win
04-01-2015,Ark Pine Bluff,63,MS Valley St,67,Loss
04-01-2015,Northern Iowa,67,Loyola-Chicago,58,Win
04-01-2015,Loyola-Chicago,58,Northern Iowa,67,Loss
04-01-2015,Indiana St,79,Evansville,75,Win
04-01-2015,Evansville,75,Indiana St,79,Loss
04-01-2015,Tulsa,72,Houston,54,Win
04-01-2015,Houston,54,Tulsa,72,Loss
04-01-2015,Monmouth NJ,66,Niagara,50,Win
04-01-2015,Niagara,50,Monmouth NJ,66,Loss
04-01-2015,Florida Intl,62,FL Atlantic,60,Win
04-01-2015,FL Atlantic,60,Florida Intl,62,Loss
04-01-2015,W Illinois,80,NE Omaha,78,Win
04-01-2015,NE Omaha,78,W Illinois,80,Loss
04-01-2015,VA Commonwealth,75,Fordham,58,Win
04-01-2015,Fordham,58,VA Commonwealth,75,Loss
04-01-2015,Temple,84,UCF,78,Win
04-01-2015,UCF,78,Temple,84,Loss
04-01-2015,Iona,86,Siena,72,Win
04-01-2015,Siena,72,Iona,86,Loss
04-01-2015,Manhattan,63,Canisius,60,Win
04-01-2015,Canisius,60,Manhattan,63,Loss
05-01-2015,ULM,70,Arkansas St,61,Win
05-01-2015,Arkansas St,61,ULM,70,Loss
05-01-2015,ULL,80,Appalachian St,64,Win
05-01-2015,Appalachian St,64,ULL,80,Loss
05-01-2015,Houston Bap,68,McNeese St,56,Win
05-01-2015,McNeese St,56,Houston Bap,68,Loss
05-01-2015,WI Green Bay,79,Wright St,55,Win
05-01-2015,Wright St,55,WI Green Bay,79,Loss
05-01-2015,New Orleans,72,Lamar,67,Win
05-01-2015,Lamar,67,New Orleans,72,Loss
05-01-2015,W Carolina,72,Furman,53,Win
05-01-2015,Furman,53,W Carolina,72,Loss
05-01-2015,Bethune-Cookman,97,Trinity Bap,71,Win
05-01-2015,Trinity Bap,71,Bethune-Cookman,97,Loss
05-01-2015,Charleston So,74,Campbell,71,Win
05-01-2015,Campbell,71,Charleston So,74,Loss
05-01-2015,F Dickinson,75,Long Island,69,Win
05-01-2015,Long Island,69,F Dickinson,75,Loss
05-01-2015,Sacred Heart,75,Central Conn,66,Win
05-01-2015,Central Conn,66,Sacred Heart,75,Loss
05-01-2015,Lipscomb,90,Rhodes,53,Win
05-01-2015,Rhodes,53,Lipscomb,90,Loss
05-01-2015,Iowa,70,Nebraska,59,Win
05-01-2015,Nebraska,59,Iowa,70,Loss
05-01-2015,TX Southern,59,Southern Univ,58,Win
05-01-2015,Southern Univ,58,TX Southern,59,Loss
05-01-2015,Sam Houston St,75,Northwestern LA,64,Win
05-01-2015,Northwestern LA,64,Sam Houston St,75,Loss
05-01-2015,Santa Barbara,63,FL Gulf Coast,50,Win
05-01-2015,FL Gulf Coast,50,Santa Barbara,63,Loss
05-01-2015,SF Austin,81,SE Louisiana,66,Win
05-01-2015,SE Louisiana,66,SF Austin,81,Loss
05-01-2015,Troy,71,UT Arlington,66,Win
05-01-2015,UT Arlington,66,Troy,71,Loss
05-01-2015,Alabama St,72,Jackson St,52,Win
05-01-2015,Jackson St,52,Alabama St,72,Loss
05-01-2015,South Alabama,72,Ark Little Rock,69,Win
05-01-2015,Ark Little Rock,69,South Alabama,72,Loss
05-01-2015,Oklahoma,70,Texas,49,Win
05-01-2015,Texas,49,Oklahoma,70,Loss
05-01-2015,Alabama A&M,67,Grambling,46,Win
05-01-2015,Grambling,46,Alabama A&M,67,Loss
05-01-2015,Wofford,68,Chattanooga,64,Win
05-01-2015,Chattanooga,64,Wofford,68,Loss
05-01-2015,Notre Dame,71,North Carolina,70,Win
05-01-2015,North Carolina,70,Notre Dame,71,Loss
05-01-2015,Citadel,85,UNC Greensboro,83,Win
05-01-2015,UNC Greensboro,83,Citadel,85,Loss
05-01-2015,Mercer,85,VMI,75,Win
05-01-2015,VMI,75,Mercer,85,Loss
05-01-2015,ETSU,76,Samford,74,Win
05-01-2015,Samford,74,ETSU,76,Loss
05-01-2015,Towson,57,Elon,53,Win
05-01-2015,Elon,53,Towson,57,Loss
05-01-2015,Alcorn St,68,Prairie View,62,Win
05-01-2015,Prairie View,62,Alcorn St,68,Loss
05-01-2015,St Francis NY,63,Bryant,47,Win
05-01-2015,Bryant,47,St Francis NY,63,Loss
05-01-2015,Rider,62,Fairfield,46,Win
05-01-2015,Fairfield,46,Rider,62,Loss
05-01-2015,West Virginia,78,Texas Tech,67,Win
05-01-2015,Texas Tech,67,West Virginia,78,Loss
05-01-2015,Brown,58,MA Lowell,49,Win
05-01-2015,MA Lowell,49,Brown,58,Loss
05-01-2015,Hofstra,71,Delaware,58,Win
05-01-2015,Delaware,58,Hofstra,71,Loss
05-01-2015,James Madison,61,Col Charleston,50,Win
05-01-2015,Col Charleston,50,James Madison,61,Loss
05-01-2015,William & Mary,73,Drexel,47,Win
05-01-2015,Drexel,47,William & Mary,73,Loss
05-01-2015,Delaware St,90,Cheyney St,68,Win
05-01-2015,Cheyney St,68,Delaware St,90,Loss
05-01-2015,UNC Wilmington,75,Northeastern,68,Win
05-01-2015,Northeastern,68,UNC Wilmington,75,Loss
05-01-2015,Wagner,85,Mt St Mary's,83,Win
05-01-2015,Mt St Mary's,83,Wagner,85,Loss
05-01-2015,Harvard,84,St Rose,38,Win
05-01-2015,St Rose,38,Harvard,84,Loss
05-01-2015,St Francis PA,66,Robert Morris,59,Win
05-01-2015,Robert Morris,59,St Francis PA,66,Loss
05-01-2015,Michigan St,70,Indiana,50,Win
05-01-2015,Indiana,50,Michigan St,70,Loss
05-01-2015,Texas St,77,Georgia St,74,Win
05-01-2015,Georgia St,74,Texas St,77,Loss
06-01-2015,Iowa St,63,Oklahoma St,61,Win
06-01-2015,Oklahoma St,61,Iowa St,63,Loss
06-01-2015,Pittsburgh,61,Boston College,60,Win
06-01-2015,Boston College,60,Pittsburgh,61,Loss
06-01-2015,Providence,66,Butler,62,Win
06-01-2015,Butler,62,Providence,66,Loss
06-01-2015,SC Upstate,61,Missouri KC,49,Win
06-01-2015,Missouri KC,49,SC Upstate,61,Loss
06-01-2015,Arkansas,79,Georgia,75,Win
06-01-2015,Georgia,75,Arkansas,79,Loss
06-01-2015,Kentucky,89,Mississippi,86,Win
06-01-2015,Mississippi,86,Kentucky,89,Loss
06-01-2015,Savannah St,67,Allen,49,Win
06-01-2015,Allen,49,Savannah St,67,Loss
06-01-2015,Villanova,90,St John's,72,Win
06-01-2015,St John's,72,Villanova,90,Loss
06-01-2015,New Mexico St,75,NM Highlands,67,Win
06-01-2015,NM Highlands,67,New Mexico St,75,Loss
06-01-2015,St Mary's CA,78,Morgan St,52,Win
06-01-2015,Morgan St,52,St Mary's CA,78,Loss
06-01-2015,San Diego St,56,New Mexico,42,Win
06-01-2015,New Mexico,42,San Diego St,56,Loss
06-01-2015,Alabama,65,Texas A&M,44,Win
06-01-2015,Texas A&M,44,Alabama,65,Loss
06-01-2015,Ohio St,74,Minnesota,72,Win
06-01-2015,Minnesota,72,Ohio St,74,Loss
06-01-2015,TAM C. Christi,77,Cent Arkansas,70,Win
06-01-2015,Cent Arkansas,70,TAM C. Christi,77,Loss
06-01-2015,Vanderbilt,64,Auburn,52,Win
06-01-2015,Auburn,52,Vanderbilt,64,Loss
06-01-2015,UCF,79,Houston,78,Win
06-01-2015,Houston,78,UCF,79,Loss
06-01-2015,Florida St,86,Virginia Tech,75,Win
06-01-2015,Virginia Tech,75,Florida St,86,Loss
06-01-2015,Georgetown,65,Marquette,59,Win
06-01-2015,Marquette,59,Georgetown,65,Loss
06-01-2015,Cincinnati,69,East Carolina,48,Win
06-01-2015,East Carolina,48,Cincinnati,69,Loss
06-01-2015,C Michigan,65,Toledo,62,Win
06-01-2015,Toledo,62,C Michigan,65,Loss
06-01-2015,Akron,72,W Michigan,52,Win
06-01-2015,W Michigan,52,Akron,72,Loss
06-01-2015,Iona,81,Quinnipiac,73,Win
06-01-2015,Quinnipiac,73,Iona,81,Loss
06-01-2015,Jacksonville,79,Florida A&M,56,Win
06-01-2015,Florida A&M,56,Jacksonville,79,Loss
06-01-2015,Albany NY,64,New Hampshire,62,Win
06-01-2015,New Hampshire,62,Albany NY,64,Loss
06-01-2015,Connecticut,58,South Florida,44,Win
06-01-2015,South Florida,44,Connecticut,58,Loss
06-01-2015,G Washington,75,St Louis,72,Win
06-01-2015,St Louis,72,G Washington,75,Loss
06-01-2015,Michigan,73,Penn St,64,Win
06-01-2015,Penn St,64,Michigan,73,Loss
06-01-2015,North Florida,106,Trinity Bap,60,Win
06-01-2015,Trinity Bap,60,North Florida,106,Loss
06-01-2015,Stony Brook,70,Columbia,61,Win
06-01-2015,Columbia,61,Stony Brook,70,Loss
06-01-2015,Princeton,71,Norfolk St,61,Win
06-01-2015,Norfolk St,61,Princeton,71,Loss
07-01-2015,E Illinois,64,Tennessee St,57,Win
07-01-2015,Tennessee St,57,E Illinois,64,Loss
07-01-2015,Loyola-Chicago,71,Evansville,70,Win
07-01-2015,Evansville,70,Loyola-Chicago,71,Loss
07-01-2015,TX Pan American,87,Our Lady Lake,78,Win
07-01-2015,Our Lady Lake,78,TX Pan American,87,Loss
07-01-2015,Louisville,58,Clemson,52,Win
07-01-2015,Clemson,52,Louisville,58,Loss
07-01-2015,Kansas St,58,TCU,53,Win
07-01-2015,TCU,53,Kansas St,58,Loss
07-01-2015,Kansas,56,Baylor,55,Win
07-01-2015,Baylor,55,Kansas,56,Loss
07-01-2015,Illinois St,81,Drake,45,Win
07-01-2015,Drake,45,Illinois St,81,Loss
07-01-2015,Northern Iowa,55,S Illinois,39,Win
07-01-2015,S Illinois,39,Northern Iowa,55,Loss
07-01-2015,Loyola MD,56,American Univ,53,Win
07-01-2015,American Univ,53,Loyola MD,56,Loss
07-01-2015,Boston Univ,70,Navy,64,Win
07-01-2015,Navy,64,Boston Univ,70,Loss
07-01-2015,S Dakota St,75,W Illinois,44,Win
07-01-2015,W Illinois,44,S Dakota St,75,Loss
07-01-2015,Oral Roberts,69,IUPUI,61,Win
07-01-2015,IUPUI,61,Oral Roberts,69,Loss
07-01-2015,UC Davis,71,CS Northridge,61,Win
07-01-2015,CS Northridge,61,UC Davis,71,Loss
07-01-2015,Tennessee,61,Mississippi St,47,Win
07-01-2015,Mississippi St,47,Tennessee,61,Loss
07-01-2015,Belmont,73,Edwardsville,69,Win
07-01-2015,Edwardsville,69,Belmont,73,Loss
07-01-2015,Cal Poly SLO,61,Hawaii,57,Win
07-01-2015,Hawaii,57,Cal Poly SLO,61,Loss
07-01-2015,USC,71,California,57,Win
07-01-2015,California,57,USC,71,Loss
07-01-2015,Fresno St,61,Utah St,52,Win
07-01-2015,Utah St,52,Fresno St,61,Loss
07-01-2015,Air Force,78,San Jose St,56,Win
07-01-2015,San Jose St,56,Air Force,78,Loss
07-01-2015,DePaul,70,Creighton,60,Win
07-01-2015,Creighton,60,DePaul,70,Loss
07-01-2015,Duke,73,Wake Forest,65,Win
07-01-2015,Wake Forest,65,Duke,73,Loss
07-01-2015,Illinois,64,Maryland,57,Win
07-01-2015,Maryland,57,Illinois,64,Loss
07-01-2015,Utah,74,Colorado,49,Win
07-01-2015,Colorado,49,Utah,74,Loss
07-01-2015,Wyoming,60,Colorado St,54,Win
07-01-2015,Colorado St,54,Wyoming,60,Loss
07-01-2015,Indiana St,71,Missouri St,56,Win
07-01-2015,Missouri St,56,Indiana St,71,Loss
07-01-2015,Lehigh,71,Army,60,Win
07-01-2015,Army,60,Lehigh,71,Loss
07-01-2015,Bucknell,79,Lafayette,69,Win
07-01-2015,Lafayette,69,Bucknell,79,Loss
07-01-2015,Colgate,74,Holy Cross,60,Win
07-01-2015,Holy Cross,60,Colgate,74,Loss
07-01-2015,Syracuse,46,Georgia Tech,45,Win
07-01-2015,Georgia Tech,45,Syracuse,46,Loss
07-01-2015,Buffalo,79,Miami OH,72,Win
07-01-2015,Miami OH,72,Buffalo,79,Loss
07-01-2015,Ball St,60,E Michigan,59,Win
07-01-2015,E Michigan,59,Ball St,60,Loss
07-01-2015,Bowling Green,66,Kent,64,Win
07-01-2015,Kent,64,Bowling Green,66,Loss
07-01-2015,N Illinois,70,Ohio,60,Win
07-01-2015,Ohio,60,N Illinois,70,Loss
07-01-2015,Wichita St,63,Bradley,43,Win
07-01-2015,Bradley,43,Wichita St,63,Loss
07-01-2015,Temple,64,Tulane,56,Win
07-01-2015,Tulane,56,Temple,64,Loss
07-01-2015,Manhattan,68,St Peter's,63,Win
07-01-2015,St Peter's,63,Manhattan,68,Loss
07-01-2015,Nevada,64,UNLV,62,Win
07-01-2015,UNLV,62,Nevada,64,Loss
07-01-2015,MA Lowell,73,UMBC,61,Win
07-01-2015,UMBC,61,MA Lowell,73,Loss
07-01-2015,Vermont,68,Maine,54,Win
07-01-2015,Maine,54,Vermont,68,Loss
07-01-2015,Hartford,69,Binghamton,59,Win
07-01-2015,Binghamton,59,Hartford,69,Loss
07-01-2015,Massachusetts,71,La Salle,65,Win
07-01-2015,La Salle,65,Massachusetts,71,Loss
07-01-2015,NJIT,69,MD E Shore,60,Win
07-01-2015,MD E Shore,60,NJIT,69,Loss
07-01-2015,Florida,72,South Carolina,68,Win
07-01-2015,South Carolina,68,Florida,72,Loss
07-01-2015,VA Commonwealth,71,Davidson,65,Win
07-01-2015,Davidson,65,VA Commonwealth,71,Loss
07-01-2015,Xavier,69,Seton Hall,58,Win
07-01-2015,Seton Hall,58,Xavier,69,Loss
07-01-2015,Virginia,61,NC State,51,Win
