Date,Team,Team Score,Opponent,Opponent Score,Team Result
22-02-2014,St John's,54,Villanova,57,Loss
22-02-2014,Arizona,88,Colorado,61,Win
22-02-2014,Colorado,61,Arizona,88,Loss
22-02-2014,Georgia,73,South Carolina,56,Win
22-02-2014,South Carolina,56,Georgia,73,Loss
22-02-2014,Nevada,75,Air Force,56,Win
22-02-2014,Air Force,56,Nevada,75,Loss
22-02-2014,Fresno St,79,Utah St,76,Win
22-02-2014,Utah St,76,Fresno St,79,Loss
22-02-2014,Colgate,84,Loyola MD,60,Win
22-02-2014,Loyola MD,60,Colgate,84,Loss
22-02-2014,Canisius,90,Fairfield,78,Win
22-02-2014,Fairfield,78,Canisius,90,Loss
22-02-2014,NC State,71,Virginia Tech,64,Win
22-02-2014,Virginia Tech,64,NC State,71,Loss
22-02-2014,Virginia,70,Notre Dame,49,Win
22-02-2014,Notre Dame,49,Virginia,70,Loss
22-02-2014,Cleveland St,74,WI Milwaukee,50,Win
22-02-2014,WI Milwaukee,50,Cleveland St,74,Loss
22-02-2014,Elon,66,Ga Southern,61,Win
22-02-2014,Ga Southern,61,Elon,66,Loss
23-02-2014,Siena,69,Rider,60,Win
23-02-2014,Rider,60,Siena,69,Loss
23-02-2014,Toledo,85,Ball St,74,Win
23-02-2014,Ball St,74,Toledo,85,Loss
23-02-2014,Creighton,72,Seton Hall,71,Win
23-02-2014,Seton Hall,71,Creighton,72,Loss
23-02-2014,Vermont,72,Hartford,47,Win
23-02-2014,Hartford,47,Vermont,72,Loss
23-02-2014,Iona,86,Marist,67,Win
23-02-2014,Marist,67,Iona,86,Loss
23-02-2014,UNC Greensboro,88,Chattanooga,84,Win
23-02-2014,Chattanooga,84,UNC Greensboro,88,Loss
23-02-2014,Oregon,67,Washington St,53,Win
23-02-2014,Washington St,53,Oregon,67,Loss
23-02-2014,Utah,86,Arizona St,63,Win
23-02-2014,Arizona St,63,Utah,86,Loss
23-02-2014,Mercer,73,Stetson,52,Win
23-02-2014,Stetson,52,Mercer,73,Loss
23-02-2014,Florida St,71,Pittsburgh,66,Win
23-02-2014,Pittsburgh,66,Florida St,71,Loss
23-02-2014,Providence,87,Butler,81,Win
23-02-2014,Butler,81,Providence,87,Loss
23-02-2014,California,77,USC,64,Win
23-02-2014,USC,64,California,77,Loss
23-02-2014,Michigan,79,Michigan St,70,Win
23-02-2014,Michigan St,70,Michigan,79,Loss
23-02-2014,Miami OH,55,Bowling Green,52,Win
23-02-2014,Bowling Green,52,Miami OH,55,Loss
23-02-2014,Stony Brook,83,Maine,79,Win
23-02-2014,Maine,79,Stony Brook,83,Loss
23-02-2014,Drexel,69,Delaware,65,Win
23-02-2014,Delaware,65,Drexel,69,Loss
23-02-2014,Bucknell,63,Boston Univ,53,Win
23-02-2014,Boston Univ,53,Bucknell,63,Loss
23-02-2014,Holy Cross,74,Navy,57,Win
23-02-2014,Navy,57,Holy Cross,74,Loss
23-02-2014,Northern Iowa,72,Illinois St,59,Win
23-02-2014,Illinois St,59,Northern Iowa,72,Loss
23-02-2014,FL Gulf Coast,78,Kennesaw,68,Win
23-02-2014,Kennesaw,68,FL Gulf Coast,78,Loss
23-02-2014,SMU,64,Connecticut,55,Win
23-02-2014,Connecticut,55,SMU,64,Loss
23-02-2014,C Michigan,70,N Illinois,67,Win
23-02-2014,N Illinois,67,C Michigan,70,Loss
23-02-2014,W Michigan,75,E Michigan,67,Win
23-02-2014,E Michigan,67,W Michigan,75,Loss
23-02-2014,Nebraska,76,Purdue,57,Win
23-02-2014,Purdue,57,Nebraska,76,Loss
24-02-2014,Portland St,87,E Washington,76,Win
24-02-2014,E Washington,76,Portland St,87,Loss
24-02-2014,Elon,78,Furman,49,Win
24-02-2014,Furman,49,Elon,78,Loss
24-02-2014,Southern Univ,87,Alabama St,64,Win
24-02-2014,Alabama St,64,Southern Univ,87,Loss
24-02-2014,Kansas,83,Oklahoma,75,Win
24-02-2014,Oklahoma,75,Kansas,83,Loss
24-02-2014,Mt St Mary's,88,Bryant,73,Win
24-02-2014,Bryant,73,Mt St Mary's,88,Loss
24-02-2014,MS Valley St,75,Prairie View,69,Win
24-02-2014,Prairie View,69,MS Valley St,75,Loss
24-02-2014,Wagner,67,F Dickinson,64,Win
24-02-2014,F Dickinson,64,Wagner,67,Loss
24-02-2014,TX Southern,65,Ark Pine Bluff,55,Win
24-02-2014,Ark Pine Bluff,55,TX Southern,65,Loss
24-02-2014,Citadel,81,Samford,71,Win
24-02-2014,Samford,71,Citadel,81,Loss
24-02-2014,Norfolk St,66,Howard,60,Win
24-02-2014,Howard,60,Norfolk St,66,Loss
24-02-2014,Syracuse,57,Maryland,55,Win
24-02-2014,Maryland,55,Syracuse,57,Loss
24-02-2014,Oklahoma St,76,TCU,54,Win
24-02-2014,TCU,54,Oklahoma St,76,Loss
24-02-2014,E Illinois,84,Chicago St,62,Win
24-02-2014,Chicago St,62,E Illinois,84,Loss
24-02-2014,Alcorn St,64,Alabama A&M,56,Win
24-02-2014,Alabama A&M,56,Alcorn St,64,Loss
24-02-2014,Hampton,104,MD E Shore,89,Win
24-02-2014,MD E Shore,89,Hampton,104,Loss
24-02-2014,Delaware St,59,Morgan St,56,Win
24-02-2014,Morgan St,56,Delaware St,59,Loss
25-02-2014,Missouri St,72,Loyola-Chicago,56,Win
25-02-2014,Loyola-Chicago,56,Missouri St,72,Loss
25-02-2014,Georgia,71,Missouri,56,Win
25-02-2014,Missouri,56,Georgia,71,Loss
25-02-2014,Wisconsin,69,Indiana,58,Win
25-02-2014,Indiana,58,Wisconsin,69,Loss
25-02-2014,NC Central,81,NJIT,62,Win
25-02-2014,NJIT,62,NC Central,81,Loss
25-02-2014,Wichita St,69,Bradley,49,Win
25-02-2014,Bradley,49,Wichita St,69,Loss
25-02-2014,IL Chicago,80,WI Milwaukee,58,Win
25-02-2014,WI Milwaukee,58,IL Chicago,80,Loss
25-02-2014,Houston Bap,107,Arlington Bap,55,Win
25-02-2014,Arlington Bap,55,Houston Bap,107,Loss
25-02-2014,Long Island,80,Sacred Heart,75,Win
25-02-2014,Sacred Heart,75,Long Island,80,Loss
25-02-2014,Arkansas St,65,Lyon,39,Win
25-02-2014,Lyon,39,Arkansas St,65,Loss
25-02-2014,DePaul,65,Seton Hall,60,Win
25-02-2014,Seton Hall,60,DePaul,65,Loss
25-02-2014,New Mexico,67,Utah St,58,Win
25-02-2014,Utah St,58,New Mexico,67,Loss
25-02-2014,San Diego St,90,San Jose St,64,Win
25-02-2014,San Jose St,64,San Diego St,90,Loss
25-02-2014,Wake Forest,62,Clemson,57,Win
25-02-2014,Clemson,57,Wake Forest,62,Loss
25-02-2014,Florida,57,Vanderbilt,54,Win
25-02-2014,Vanderbilt,54,Florida,57,Loss
25-02-2014,Cleveland St,70,Youngstown St,69,Win
25-02-2014,Youngstown St,69,Cleveland St,70,Loss
25-02-2014,Evansville,61,Drake,48,Win
25-02-2014,Drake,48,Evansville,61,Loss
25-02-2014,Minnesota,95,Iowa,89,Win
25-02-2014,Iowa,89,Minnesota,95,Loss
25-02-2014,Duke,66,Virginia Tech,48,Win
25-02-2014,Virginia Tech,48,Duke,66,Loss
25-02-2014,St Peter's,63,Fairfield,62,Win
25-02-2014,Fairfield,62,St Peter's,63,Loss
25-02-2014,Kansas St,60,Texas Tech,56,Win
25-02-2014,Texas Tech,56,Kansas St,60,Loss
25-02-2014,Wright St,67,Valparaiso,58,Win
25-02-2014,Valparaiso,58,Wright St,67,Loss
25-02-2014,Liberty,90,Longwood,76,Win
25-02-2014,Longwood,76,Liberty,90,Loss
25-02-2014,Xavier,65,St John's,53,Win
25-02-2014,St John's,53,Xavier,65,Loss
25-02-2014,St Joseph's PA,79,Dayton,53,Win
25-02-2014,Dayton,53,St Joseph's PA,79,Loss
26-02-2014,Northern Iowa,73,S Illinois,54,Win
26-02-2014,S Illinois,54,Northern Iowa,73,Loss
26-02-2014,Iowa St,83,West Virginia,66,Win
26-02-2014,West Virginia,66,Iowa St,83,Loss
26-02-2014,LSU,68,Texas A&M,49,Win
26-02-2014,Texas A&M,49,LSU,68,Loss
26-02-2014,Mississippi,79,Alabama,67,Win
26-02-2014,Alabama,67,Mississippi,79,Loss
26-02-2014,Pittsburgh,66,Boston College,59,Win
26-02-2014,Boston College,59,Pittsburgh,66,Loss
26-02-2014,Holy Cross,65,Loyola MD,52,Win
26-02-2014,Loyola MD,52,Holy Cross,65,Loss
26-02-2014,Michigan,77,Purdue,76,Win
26-02-2014,Purdue,76,Michigan,77,Loss
26-02-2014,American Univ,64,Navy,55,Win
26-02-2014,Navy,55,American Univ,64,Loss
26-02-2014,Radford,82,Campbell,78,Win
26-02-2014,Campbell,78,Radford,82,Loss
26-02-2014,Gardner Webb,78,Charleston So,76,Win
26-02-2014,Charleston So,76,Gardner Webb,78,Loss
26-02-2014,Winthrop,107,UNC Asheville,100,Win
26-02-2014,UNC Asheville,100,Winthrop,107,Loss
26-02-2014,North Carolina,85,NC State,84,Win
26-02-2014,NC State,84,North Carolina,85,Loss
26-02-2014,Illinois,60,Nebraska,49,Win
26-02-2014,Nebraska,49,Illinois,60,Loss
26-02-2014,Texas,74,Baylor,69,Win
26-02-2014,Baylor,69,Texas,74,Loss
26-02-2014,Fresno St,76,Boise St,56,Win
26-02-2014,Boise St,56,Fresno St,76,Loss
26-02-2014,UNLV,78,Colorado St,70,Win
26-02-2014,Colorado St,70,UNLV,78,Loss
26-02-2014,Arizona St,76,Stanford,64,Win
26-02-2014,Stanford,64,Arizona St,76,Loss
26-02-2014,Arizona,87,California,59,Win
26-02-2014,California,59,Arizona,87,Loss
26-02-2014,Tennessee,75,Mississippi St,68,Win
26-02-2014,Mississippi St,68,Tennessee,75,Loss
26-02-2014,Villanova,67,Butler,48,Win
26-02-2014,Butler,48,Villanova,67,Loss
26-02-2014,N Illinois,74,Toledo,66,Win
26-02-2014,Toledo,66,N Illinois,74,Loss
26-02-2014,Auburn,83,South Carolina,67,Win
26-02-2014,South Carolina,67,Auburn,83,Loss
26-02-2014,Belmont,94,Edwardsville,75,Win
26-02-2014,Edwardsville,75,Belmont,94,Loss
26-02-2014,La Salle,75,St Bonaventure,67,Win
26-02-2014,St Bonaventure,67,La Salle,75,Loss
26-02-2014,Florida A&M,104,Edward Waters,69,Win
26-02-2014,Edward Waters,69,Florida A&M,104,Loss
26-02-2014,Air Force,55,Wyoming,53,Win
26-02-2014,Wyoming,53,Air Force,55,Loss
26-02-2014,Connecticut,61,South Florida,56,Win
26-02-2014,South Florida,56,Connecticut,61,Loss
26-02-2014,Massachusetts,70,Rhode Island,67,Win
26-02-2014,Rhode Island,67,Massachusetts,70,Loss
26-02-2014,Notre Dame,65,Georgia Tech,62,Win
26-02-2014,Georgia Tech,62,Notre Dame,65,Loss
26-02-2014,Illinois St,77,Indiana St,59,Win
26-02-2014,Indiana St,59,Illinois St,77,Loss
26-02-2014,Towson,69,James Madison,66,Win
26-02-2014,James Madison,66,Towson,69,Loss
26-02-2014,Miami OH,65,Akron,61,Win
26-02-2014,Akron,61,Miami OH,65,Loss
26-02-2014,Delaware,70,UNC Wilmington,57,Win
26-02-2014,UNC Wilmington,57,Delaware,70,Loss
26-02-2014,William & Mary,79,Hofstra,74,Win
26-02-2014,Hofstra,74,William & Mary,79,Loss
26-02-2014,Drexel,56,Col Charleston,45,Win
26-02-2014,Col Charleston,45,Drexel,56,Loss
26-02-2014,Bowling Green,73,Kent,66,Win
26-02-2014,Kent,66,Bowling Green,73,Loss
26-02-2014,Colgate,83,Lafayette,66,Win
26-02-2014,Lafayette,66,Colgate,83,Loss
26-02-2014,UCF,67,Rutgers,65,Win
26-02-2014,Rutgers,65,UCF,67,Loss
26-02-2014,E Michigan,64,C Michigan,42,Win
26-02-2014,C Michigan,42,E Michigan,64,Loss
26-02-2014,High Point,70,VMI,67,Win
26-02-2014,VMI,67,High Point,70,Loss
26-02-2014,George Mason,69,Richmond,60,Win
26-02-2014,Richmond,60,George Mason,69,Loss
26-02-2014,Bucknell,65,Lehigh,61,Win
26-02-2014,Lehigh,61,Bucknell,65,Loss
26-02-2014,Virginia,65,Miami FL,40,Win
26-02-2014,Miami FL,40,Virginia,65,Loss
26-02-2014,Buffalo,69,Ohio,64,Win
26-02-2014,Ohio,64,Buffalo,69,Loss
26-02-2014,Coastal Car,70,Presbyterian,51,Win
26-02-2014,Presbyterian,51,Coastal Car,70,Loss
26-02-2014,W Michigan,88,Ball St,81,Win
26-02-2014,Ball St,81,W Michigan,88,Loss
26-02-2014,Boston Univ,71,Army,70,Win
26-02-2014,Army,70,Boston Univ,71,Loss
27-02-2014,Tulane,72,FL Atlantic,64,Win
27-02-2014,FL Atlantic,64,Tulane,72,Loss
27-02-2014,E Washington,80,N Colorado,66,Win
27-02-2014,N Colorado,66,E Washington,80,Loss
27-02-2014,North Texas,71,UT San Antonio,62,Win
27-02-2014,UT San Antonio,62,North Texas,71,Loss
27-02-2014,Ark Little Rock,62,Troy,55,Win
27-02-2014,Troy,55,Ark Little Rock,62,Loss
27-02-2014,Weber St,79,CS Sacramento,67,Win
27-02-2014,CS Sacramento,67,Weber St,79,Loss
27-02-2014,McNeese St,87,Incarnate Word,72,Win
27-02-2014,Incarnate Word,72,McNeese St,87,Loss
27-02-2014,Nicholls St,79,Abilene Chr,60,Win
27-02-2014,Abilene Chr,60,Nicholls St,79,Loss
27-02-2014,NE Omaha,88,IUPUI,66,Win
27-02-2014,IUPUI,66,NE Omaha,88,Loss
27-02-2014,Georgia St,77,UT Arlington,49,Win
27-02-2014,UT Arlington,49,Georgia St,77,Loss
27-02-2014,ULM,71,South Alabama,54,Win
27-02-2014,South Alabama,54,ULM,71,Loss
27-02-2014,N Dakota St,82,South Dakota,54,Win
27-02-2014,South Dakota,54,N Dakota St,82,Loss
27-02-2014,W Kentucky,51,Texas St,50,Win
27-02-2014,Texas St,50,W Kentucky,51,Loss
27-02-2014,Cent Arkansas,80,Sam Houston St,71,Win
27-02-2014,Sam Houston St,71,Cent Arkansas,80,Loss
27-02-2014,WI Green Bay,71,Oakland,63,Win
27-02-2014,Oakland,63,WI Green Bay,71,Loss
27-02-2014,S Dakota St,78,Denver,69,Win
27-02-2014,Denver,69,S Dakota St,78,Loss
27-02-2014,Murray St,86,TN Martin,72,Win
27-02-2014,TN Martin,72,Murray St,86,Loss
27-02-2014,Appalachian St,63,Samford,57,Win
27-02-2014,Samford,57,Appalachian St,63,Loss
27-02-2014,SE Missouri St,83,Austin Peay,80,Win
27-02-2014,Austin Peay,80,SE Missouri St,83,Loss
27-02-2014,Siena,72,Quinnipiac,70,Win
27-02-2014,Quinnipiac,70,Siena,72,Loss
27-02-2014,UC Davis,85,Cal Poly SLO,73,Win
27-02-2014,Cal Poly SLO,73,UC Davis,85,Loss
27-02-2014,CS Fullerton,82,CS Northridge,81,Win
27-02-2014,CS Northridge,81,CS Fullerton,82,Loss
27-02-2014,Tulsa,65,UTEP,60,Win
27-02-2014,UTEP,60,Tulsa,65,Loss
27-02-2014,Gonzaga,70,Pacific,53,Win
27-02-2014,Pacific,53,Gonzaga,70,Loss
27-02-2014,UC Irvine,71,Santa Barbara,60,Win
27-02-2014,Santa Barbara,60,UC Irvine,71,Loss
27-02-2014,Oregon St,76,USC,66,Win
27-02-2014,USC,66,Oregon St,76,Loss
27-02-2014,Indiana,93,Iowa,86,Win
27-02-2014,Iowa,86,Indiana,93,Loss
27-02-2014,Chicago St,84,Seattle,77,Win
27-02-2014,Seattle,77,Chicago St,84,Loss
27-02-2014,TX Pan American,63,CS Bakersfield,61,Win
27-02-2014,CS Bakersfield,61,TX Pan American,63,Loss
27-02-2014,Oregon,87,UCLA,83,Win
27-02-2014,UCLA,83,Oregon,87,Loss
27-02-2014,Louisville,88,Temple,66,Win
27-02-2014,Temple,66,Louisville,88,Loss
27-02-2014,Northwestern LA,88,SE Louisiana,83,Win
27-02-2014,SE Louisiana,83,Northwestern LA,88,Loss
27-02-2014,SF Austin,103,New Orleans,63,Win
27-02-2014,New Orleans,63,SF Austin,103,Loss
27-02-2014,Houston,77,Memphis,68,Win
27-02-2014,Memphis,68,Houston,77,Loss
27-02-2014,Montana St,77,Southern Utah,72,Win
27-02-2014,Southern Utah,72,Montana St,77,Loss
27-02-2014,Northern Arizona,66,Idaho St,65,Win
27-02-2014,Idaho St,65,Northern Arizona,66,Loss
27-02-2014,Marquette,75,Georgetown,73,Win
27-02-2014,Georgetown,73,Marquette,75,Loss
27-02-2014,Missouri KC,85,Grand Canyon,80,Win
27-02-2014,Grand Canyon,80,Missouri KC,85,Loss
27-02-2014,Utah Valley,66,New Mexico St,61,Win
27-02-2014,New Mexico St,61,Utah Valley,66,Loss
27-02-2014,Long Beach St,63,Hawaii,61,Win
27-02-2014,Hawaii,61,Long Beach St,63,Loss
27-02-2014,Southern Miss,78,Florida Intl,66,Win
27-02-2014,Florida Intl,66,Southern Miss,78,Loss
27-02-2014,IPFW,65,W Illinois,56,Win
27-02-2014,W Illinois,56,IPFW,65,Loss
27-02-2014,Loy Marymount,75,Santa Clara,71,Win
27-02-2014,Santa Clara,71,Loy Marymount,75,Loss
27-02-2014,Hartford,89,Binghamton,83,Win
27-02-2014,Binghamton,83,Hartford,89,Loss
27-02-2014,N Kentucky,96,Stetson,58,Win
27-02-2014,Stetson,58,N Kentucky,96,Loss
27-02-2014,San Francisco,77,Pepperdine,53,Win
27-02-2014,Pepperdine,53,San Francisco,77,Loss
27-02-2014,St Mary's CA,70,Portland,61,Win
27-02-2014,Portland,61,St Mary's CA,70,Loss
27-02-2014,Albany NY,66,New Hampshire,48,Win
27-02-2014,New Hampshire,48,Albany NY,66,Loss
27-02-2014,WI Milwaukee,68,Detroit,62,Win
27-02-2014,Detroit,62,WI Milwaukee,68,Loss
27-02-2014,East Carolina,75,Charlotte,68,Win
27-02-2014,Charlotte,68,East Carolina,75,Loss
27-02-2014,Old Dominion,70,Marshall,63,Win
27-02-2014,Marshall,63,Old Dominion,70,Loss
27-02-2014,E Kentucky,74,Tennessee Tech,67,Win
27-02-2014,Tennessee Tech,67,E Kentucky,74,Loss
27-02-2014,Chattanooga,83,W Carolina,81,Win
27-02-2014,W Carolina,81,Chattanooga,83,Loss
27-02-2014,UAB,61,Rice,60,Win
27-02-2014,Rice,60,UAB,61,Loss
27-02-2014,VA Commonwealth,85,Fordham,66,Win
27-02-2014,Fordham,66,VA Commonwealth,85,Loss
27-02-2014,Tennessee St,70,Morehead St,68,Win
27-02-2014,Morehead St,68,Tennessee St,70,Loss
27-02-2014,Arkansas,71,Kentucky,67,Win
27-02-2014,Kentucky,67,Arkansas,71,Loss
27-02-2014,St Francis NY,62,Bryant,59,Win
27-02-2014,Bryant,59,St Francis NY,62,Loss
27-02-2014,Wagner,74,St Francis PA,45,Win
27-02-2014,St Francis PA,45,Wagner,74,Loss
27-02-2014,MA Lowell,84,Maine,72,Win
27-02-2014,Maine,72,MA Lowell,84,Loss
27-02-2014,North Florida,79,Mercer,76,Win
27-02-2014,Mercer,76,North Florida,79,Loss
27-02-2014,Louisiana Tech,55,Middle Tenn St,39,Win
27-02-2014,Middle Tenn St,39,Louisiana Tech,55,Loss
27-02-2014,Oral Roberts,75,Lamar,67,Win
27-02-2014,Lamar,67,Oral Roberts,75,Loss
27-02-2014,Lipscomb,92,FL Gulf Coast,71,Win
27-02-2014,FL Gulf Coast,71,Lipscomb,92,Loss
27-02-2014,Duquesne,71,St Louis,64,Win
27-02-2014,St Louis,64,Duquesne,71,Loss
27-02-2014,North Dakota,83,Portland St,73,Win
27-02-2014,Portland St,73,North Dakota,83,Loss
27-02-2014,Penn St,65,Ohio St,63,Win
27-02-2014,Ohio St,63,Penn St,65,Loss
27-02-2014,Ga Southern,82,Furman,73,Win
27-02-2014,Furman,73,Ga Southern,82,Loss
27-02-2014,Sacred Heart,72,Mt St Mary's,65,Win
27-02-2014,Mt St Mary's,65,Sacred Heart,72,Loss
27-02-2014,Robert Morris,69,F Dickinson,64,Win
27-02-2014,F Dickinson,64,Robert Morris,69,Loss
27-02-2014,Vermont,69,Stony Brook,53,Win
27-02-2014,Stony Brook,53,Vermont,69,Loss
27-02-2014,Wofford,63,Elon,59,Win
27-02-2014,Elon,59,Wofford,63,Loss
27-02-2014,Central Conn,86,Long Island,82,Win
27-02-2014,Long Island,82,Central Conn,86,Loss
27-02-2014,Jacksonville,71,Kennesaw,69,Win
27-02-2014,Kennesaw,69,Jacksonville,71,Loss
27-02-2014,Davidson,79,UNC Greensboro,46,Win
27-02-2014,UNC Greensboro,46,Davidson,79,Loss
28-02-2014,Manhattan,80,Iona,77,Win
28-02-2014,Iona,77,Manhattan,80,Loss
28-02-2014,Columbia,84,Dartmouth,72,Win
28-02-2014,Dartmouth,72,Columbia,84,Loss
28-02-2014,Monmouth NJ,75,Niagara,50,Win
28-02-2014,Niagara,50,Monmouth NJ,75,Loss
28-02-2014,Washington,72,Washington St,49,Win
28-02-2014,Washington St,49,Washington,72,Loss
28-02-2014,Providence,74,Seton Hall,69,Win
28-02-2014,Seton Hall,69,Providence,74,Loss
28-02-2014,Harvard,72,Cornell,47,Win
28-02-2014,Cornell,47,Harvard,72,Loss
28-02-2014,Brown,76,Penn,67,Win
28-02-2014,Penn,67,Brown,76,Loss
28-02-2014,Princeton,57,Yale,46,Win
28-02-2014,Yale,46,Princeton,57,Loss
28-02-2014,Fairfield,78,Marist,74,Win
28-02-2014,Marist,74,Fairfield,78,Loss
28-02-2014,SC Upstate,79,ETSU,73,Win
28-02-2014,ETSU,73,SC Upstate,79,Loss
28-02-2014,Canisius,79,Rider,66,Win
28-02-2014,Rider,66,Canisius,79,Loss
01-03-2014,Georgia St,66,Texas St,55,Win
01-03-2014,Texas St,55,Georgia St,66,Loss
01-03-2014,Belmont,76,Jacksonville St,53,Win
01-03-2014,Jacksonville St,53,Belmont,76,Loss
01-03-2014,Arizona St,78,California,60,Win
01-03-2014,California,60,Arizona St,78,Loss
01-03-2014,SF Austin,75,SE Louisiana,62,Win
01-03-2014,SE Louisiana,62,SF Austin,75,Loss
01-03-2014,Austin Peay,88,TN Martin,85,Win
01-03-2014,TN Martin,85,Austin Peay,88,Loss
01-03-2014,St Francis NY,79,F Dickinson,56,Win
01-03-2014,F Dickinson,56,St Francis NY,79,Loss
01-03-2014,Xavier,75,Creighton,69,Win
01-03-2014,Creighton,69,Xavier,75,Loss
01-03-2014,VA Commonwealth,67,St Louis,56,Win
01-03-2014,St Louis,56,VA Commonwealth,67,Loss
01-03-2014,Michigan,66,Minnesota,56,Win
01-03-2014,Minnesota,56,Michigan,66,Loss
01-03-2014,TX Southern,86,Alabama St,66,Win
01-03-2014,Alabama St,66,TX Southern,86,Loss
01-03-2014,South Carolina,72,Kentucky,67,Win
01-03-2014,Kentucky,67,South Carolina,72,Loss
01-03-2014,Jackson St,82,MS Valley St,64,Win
01-03-2014,MS Valley St,64,Jackson St,82,Loss
01-03-2014,Ark Pine Bluff,61,Grambling,52,Win
01-03-2014,Grambling,52,Ark Pine Bluff,61,Loss
01-03-2014,Hampton,61,Norfolk St,53,Win
01-03-2014,Norfolk St,53,Hampton,61,Loss
01-03-2014,Southern Univ,67,Alcorn St,54,Win
01-03-2014,Alcorn St,54,Southern Univ,67,Loss
01-03-2014,Savannah St,71,NC A&T,67,Win
01-03-2014,NC A&T,67,Savannah St,71,Loss
01-03-2014,Middle Tenn St,65,Rice,41,Win
01-03-2014,Rice,41,Middle Tenn St,65,Loss
01-03-2014,NC Central,86,S Carolina St,44,Win
01-03-2014,S Carolina St,44,NC Central,86,Loss
01-03-2014,Morgan St,65,Bethune-Cookman,61,Win
01-03-2014,Bethune-Cookman,61,Morgan St,65,Loss
01-03-2014,Wagner,59,Robert Morris,48,Win
01-03-2014,Robert Morris,48,Wagner,59,Loss
01-03-2014,SMU,70,UCF,55,Win
01-03-2014,UCF,55,SMU,70,Loss
01-03-2014,High Point,56,Campbell,53,Win
01-03-2014,Campbell,53,High Point,56,Loss
01-03-2014,Howard,55,Delaware St,53,Win
01-03-2014,Delaware St,53,Howard,55,Loss
01-03-2014,McNeese St,95,Abilene Chr,91,Win
01-03-2014,Abilene Chr,91,McNeese St,95,Loss
01-03-2014,Evansville,75,Loyola-Chicago,72,Win
01-03-2014,Loyola-Chicago,72,Evansville,75,Loss
01-03-2014,Winthrop,82,Presbyterian,60,Win
01-03-2014,Presbyterian,60,Winthrop,82,Loss
01-03-2014,Cent Arkansas,76,Lamar,69,Win
01-03-2014,Lamar,69,Cent Arkansas,76,Loss
01-03-2014,Nebraska,54,Northwestern,47,Win
01-03-2014,Northwestern,47,Nebraska,54,Loss
01-03-2014,S Dakota St,75,South Dakota,61,Win
01-03-2014,South Dakota,61,S Dakota St,75,Loss
01-03-2014,Troy,61,ULM,46,Win
01-03-2014,ULM,46,Troy,61,Loss
01-03-2014,VMI,86,Longwood,66,Win
01-03-2014,Longwood,66,VMI,86,Loss
01-03-2014,Radford,87,Liberty,83,Win
01-03-2014,Liberty,83,Radford,87,Loss
01-03-2014,Incarnate Word,69,Nicholls St,67,Win
01-03-2014,Nicholls St,67,Incarnate Word,69,Loss
01-03-2014,UNC Asheville,83,Gardner Webb,71,Win
01-03-2014,Gardner Webb,71,UNC Asheville,83,Loss
01-03-2014,SE Missouri St,118,Murray St,115,Win
01-03-2014,Murray St,115,SE Missouri St,118,Loss
01-03-2014,Grand Canyon,84,Chicago St,74,Win
01-03-2014,Chicago St,74,Grand Canyon,84,Loss
01-03-2014,CS Fullerton,84,Long Beach St,76,Win
01-03-2014,Long Beach St,76,CS Fullerton,84,Loss
01-03-2014,Utah Valley,45,TX Pan American,42,Win
01-03-2014,TX Pan American,42,Utah Valley,45,Loss
01-03-2014,Northern Arizona,73,Weber St,71,Win
01-03-2014,Weber St,71,Northern Arizona,73,Loss
01-03-2014,Montana,82,Southern Utah,54,Win
01-03-2014,Southern Utah,54,Montana,82,Loss
01-03-2014,UT Arlington,80,W Kentucky,73,Win
01-03-2014,W Kentucky,73,UT Arlington,80,Loss
01-03-2014,Houston,89,Temple,79,Win
01-03-2014,Temple,79,Houston,89,Loss
01-03-2014,Oklahoma St,72,Kansas,65,Win
01-03-2014,Kansas,65,Oklahoma St,72,Loss
01-03-2014,Idaho St,80,CS Sacramento,67,Win
01-03-2014,CS Sacramento,67,Idaho St,80,Loss
01-03-2014,Gonzaga,75,St Mary's CA,47,Win
01-03-2014,St Mary's CA,47,Gonzaga,75,Loss
01-03-2014,Seattle,76,Idaho,68,Win
01-03-2014,Idaho,68,Seattle,76,Loss
01-03-2014,San Diego St,82,Fresno St,67,Win
01-03-2014,Fresno St,67,San Diego St,82,Loss
01-03-2014,New Mexico St,72,CS Bakersfield,57,Win
01-03-2014,CS Bakersfield,57,New Mexico St,72,Loss
01-03-2014,UC Riverside,106,CS Northridge,105,Win
01-03-2014,CS Northridge,105,UC Riverside,106,Loss
01-03-2014,Portland St,77,N Colorado,68,Win
01-03-2014,N Colorado,68,Portland St,77,Loss
01-03-2014,Santa Barbara,67,UC Davis,54,Win
01-03-2014,UC Davis,54,Santa Barbara,67,Loss
01-03-2014,UC Irvine,55,Cal Poly SLO,48,Win
01-03-2014,Cal Poly SLO,48,UC Irvine,55,Loss
01-03-2014,Davidson,86,Elon,69,Win
01-03-2014,Elon,69,Davidson,86,Loss
01-03-2014,E Kentucky,70,Tennessee St,66,Win
01-03-2014,Tennessee St,66,E Kentucky,70,Loss
01-03-2014,Alabama A&M,72,Prairie View,65,Win
01-03-2014,Prairie View,65,Alabama A&M,72,Loss
01-03-2014,Kansas St,80,Iowa St,73,Win
01-03-2014,Iowa St,73,Kansas St,80,Loss
01-03-2014,Dartmouth,87,Cornell,78,Win
