Date,Team,Opponent,Team Score,Opponent Score,Team Result
21-11-2012,Toledo,Samford,82,69,Win
21-11-2012,Wichita St,Iowa,75,63,Win
21-11-2012,Monmouth NJ,Tennessee St,81,70,Win
21-11-2012,Gardner Webb,Austin Peay,72,62,Win
21-11-2012,Northeastern,UC Riverside,61,52,Win
21-11-2012,W Kentucky,DePaul,70,61,Win
21-11-2012,Marquette,USC,72,64,Win
21-11-2012,E Washington,SC Upstate,75,70,Win
21-11-2012,Michigan,Pittsburgh,67,62,Win
21-11-2012,C Michigan,Wright St,59,55,Win
21-11-2012,Kansas St,Delaware,66,63,Win
21-11-2012,W Carolina,Howard,69,67,Win
21-11-2012,Howard,W Carolina,67,69,Loss
21-11-2012,Delaware,Kansas St,63,66,Loss
21-11-2012,Wright St,C Michigan,55,59,Loss
21-11-2012,SC Upstate,E Washington,70,75,Loss
21-11-2012,Pittsburgh,Michigan,62,67,Loss
21-11-2012,USC,Marquette,64,72,Loss
21-11-2012,UC Riverside,Northeastern,52,61,Loss
21-11-2012,DePaul,W Kentucky,61,70,Loss
21-11-2012,Austin Peay,Gardner Webb,62,72,Loss
21-11-2012,Tennessee St,Monmouth NJ,70,81,Loss
21-11-2012,Iowa,Wichita St,63,75,Loss
21-11-2012,Samford,Toledo,69,82,Loss
21-11-2012,Mississippi St,Texas,55,69,Loss
21-11-2012,Butler,Illinois,61,78,Loss
21-11-2012,Liberty,Southern Miss,56,74,Loss
21-11-2012,James Madison,N Dakota St,44,66,Loss
21-11-2012,NJIT,New Hampshire,69,67,Win
21-11-2012,New Hampshire,NJIT,67,69,Loss
21-11-2012,Notre Dame,G Washington,65,48,Win
21-11-2012,G Washington,Notre Dame,48,65,Loss
21-11-2012,VMI,Old Dominion,76,71,Win
21-11-2012,Old Dominion,VMI,71,76,Loss
21-11-2012,Portland,Portland St,81,60,Win
21-11-2012,Portland St,Portland,60,81,Loss
21-11-2012,Purdue,UNC Wilmington,66,40,Win
21-11-2012,UNC Wilmington,Purdue,40,66,Loss
21-11-2012,Sam Houston St,UC Irvine,65,63,Win
21-11-2012,UC Irvine,Sam Houston St,63,65,Loss
21-11-2012,San Diego St,Ark Pine Bluff,79,43,Win
21-11-2012,Ark Pine Bluff,San Diego St,43,79,Loss
21-11-2012,Santa Barbara,San Diego,57,39,Win
21-11-2012,San Diego,Santa Barbara,39,57,Loss
21-11-2012,Santa Clara,Utah Valley,75,67,Win
21-11-2012,Utah Valley,Santa Clara,67,75,Loss
21-11-2012,Seton Hall,Maine,76,49,Win
21-11-2012,Maine,Seton Hall,49,76,Loss
21-11-2012,SMU,Rider,83,70,Win
21-11-2012,Rider,SMU,70,83,Loss
21-11-2012,Elon,South Carolina,65,53,Win
21-11-2012,South Carolina,Elon,53,65,Loss
21-11-2012,Colgate,St Francis PA,85,76,Win
21-11-2012,St Francis PA,Colgate,76,85,Loss
21-11-2012,St John's,Holy Cross,65,53,Win
21-11-2012,Holy Cross,St John's,53,65,Loss
21-11-2012,Syracuse,Princeton,73,53,Win
21-11-2012,Princeton,Syracuse,53,73,Loss
21-11-2012,Tulsa,Jackson St,86,66,Win
21-11-2012,Jackson St,Tulsa,66,86,Loss
21-11-2012,Utah,Idaho St,57,46,Win
21-11-2012,Idaho St,Utah,46,57,Loss
21-11-2012,Vermont,Yale,65,52,Win
21-11-2012,Yale,Vermont,52,65,Loss
21-11-2012,Miami OH,William & Mary,72,59,Win
21-11-2012,William & Mary,Miami OH,59,72,Loss
20-11-2012,Arizona St,Cornell,64,53,Win
20-11-2012,Cornell,Arizona St,53,64,Loss
20-11-2012,Arkansas,Florida A&M,89,60,Win
20-11-2012,Florida A&M,Arkansas,60,89,Loss
20-11-2012,Indiana St,Ball St,68,48,Win
20-11-2012,Ball St,Indiana St,48,68,Loss
20-11-2012,Canisius,Buffalo,71,64,Win
20-11-2012,Buffalo,Canisius,64,71,Loss
20-11-2012,ETSU,Charleston So,59,57,Win
20-11-2012,Charleston So,ETSU,57,59,Loss
20-11-2012,Louisiana Tech,Chattanooga,71,63,Win
20-11-2012,Chattanooga,Louisiana Tech,63,71,Loss
20-11-2012,Cincinnati,Campbell,91,72,Win
20-11-2012,Campbell,Cincinnati,72,91,Loss
20-11-2012,Creighton,Longwood,105,57,Win
20-11-2012,Longwood,Creighton,57,105,Loss
20-11-2012,UC Davis,CS Sacramento,87,76,Win
20-11-2012,CS Sacramento,UC Davis,76,87,Loss
20-11-2012,N Dakota St,Duquesne,57,43,Win
20-11-2012,Duquesne,N Dakota St,43,57,Loss
20-11-2012,East Carolina,Appalachian St,82,72,Win
20-11-2012,Appalachian St,East Carolina,72,82,Loss
20-11-2012,S Illinois,Edwardsville,71,55,Win
20-11-2012,Edwardsville,S Illinois,55,71,Loss
20-11-2012,Florida,Savannah St,58,40,Win
20-11-2012,Savannah St,Florida,40,58,Loss
20-11-2012,Georgia St,Tennessee St,59,57,Win
20-11-2012,Tennessee St,Georgia St,57,59,Loss
20-11-2012,La Salle,Hartford,64,51,Win
20-11-2012,Hartford,La Salle,51,64,Loss
20-11-2012,Hawaii,North Dakota,71,66,Win
20-11-2012,North Dakota,Hawaii,66,71,Loss
20-11-2012,Pepperdine,Houston Bap,57,53,Win
20-11-2012,Houston Bap,Pepperdine,53,57,Loss
20-11-2012,Idaho,WI Green Bay,72,62,Win
20-11-2012,WI Green Bay,Idaho,62,72,Loss
20-11-2012,Illinois St,F Dickinson,91,58,Win
20-11-2012,F Dickinson,Illinois St,58,91,Loss
20-11-2012,Iowa St,NC A&T,86,57,Win
20-11-2012,NC A&T,Iowa St,57,86,Loss
20-11-2012,Kent,Bethune-Cookman,69,68,Win
20-11-2012,Bethune-Cookman,Kent,68,69,Loss
20-11-2012,Lehigh,Penn,73,66,Win
20-11-2012,Penn,Lehigh,66,73,Loss
20-11-2012,LSU,Northwestern LA,102,95,Win
20-11-2012,Northwestern LA,LSU,95,102,Loss
20-11-2012,Maryland,Lafayette,83,74,Win
20-11-2012,Lafayette,Maryland,74,83,Loss
20-11-2012,Central Conn,MD Baltimore Co,83,82,Win
20-11-2012,MD Baltimore Co,Central Conn,82,83,Loss
20-11-2012,Michigan St,Boise St,74,70,Win
20-11-2012,Boise St,Michigan St,70,74,Loss
20-11-2012,Mississippi,McNeese St,76,50,Win
20-11-2012,McNeese St,Mississippi,50,76,Loss
20-11-2012,Marquette,Mississippi St,89,62,Win
20-11-2012,Kansas,St Louis,73,59,Win
20-11-2012,Wichita St,DePaul,75,62,Win
20-11-2012,Gardner Webb,Howard,55,43,Win
20-11-2012,Butler,North Carolina,82,71,Win
20-11-2012,Indiana,Georgetown,82,72,Win
20-11-2012,Iowa,W Kentucky,63,55,Win
20-11-2012,USC,Texas,59,53,Win
20-11-2012,Southern Miss,UC Irvine,69,65,Win
20-11-2012,Lamar,IUPUI,86,82,Win
20-11-2012,UCLA,Georgia,60,56,Win
20-11-2012,Troy,SE Missouri St,59,56,Win
20-11-2012,Utah Valley,E Washington,86,83,Win
20-11-2012,Fairfield,Fordham,74,71,Win
20-11-2012,Monmouth NJ,South Alabama,73,71,Win
20-11-2012,Austin Peay,W Carolina,72,71,Win
20-11-2012,James Madison,Youngstown St,69,68,Win
20-11-2012,Texas A&M,Washington St,55,54,Win
20-11-2012,W Carolina,Austin Peay,71,72,Loss
20-11-2012,Youngstown St,James Madison,68,69,Loss
20-11-2012,Washington St,Texas A&M,54,55,Loss
20-11-2012,South Alabama,Monmouth NJ,71,73,Loss
20-11-2012,SE Missouri St,Troy,56,59,Loss
20-11-2012,E Washington,Utah Valley,83,86,Loss
20-11-2012,Fordham,Fairfield,71,74,Loss
20-11-2012,UC Irvine,Southern Miss,65,69,Loss
20-11-2012,IUPUI,Lamar,82,86,Loss
20-11-2012,Georgia,UCLA,56,60,Loss
20-11-2012,Texas,USC,53,59,Loss
20-11-2012,W Kentucky,Iowa,55,63,Loss
20-11-2012,Georgetown,Indiana,72,82,Loss
20-11-2012,North Carolina,Butler,71,82,Loss
20-11-2012,Howard,Gardner Webb,43,55,Loss
20-11-2012,DePaul,Wichita St,62,75,Loss
20-11-2012,St Louis,Kansas,59,73,Loss
20-11-2012,Mississippi St,Marquette,62,89,Loss
20-11-2012,Northwestern,Delaware St,69,50,Win
20-11-2012,Delaware St,Northwestern,50,69,Loss
20-11-2012,Ohio,Hampton,75,67,Win
20-11-2012,Hampton,Ohio,67,75,Loss
20-11-2012,Richmond,Wofford,64,58,Win
20-11-2012,Wofford,Richmond,58,64,Loss
20-11-2012,Robert Morris,Cleveland St,71,62,Win
20-11-2012,Cleveland St,Robert Morris,62,71,Loss
20-11-2012,Rutgers,Boston Univ,81,79,Win
20-11-2012,Boston Univ,Rutgers,79,81,Loss
20-11-2012,Albany NY,S Carolina St,83,55,Win
20-11-2012,S Carolina St,Albany NY,55,83,Loss
20-11-2012,Sam Houston St,Liberty,64,50,Win
20-11-2012,Liberty,Sam Houston St,50,64,Loss
20-11-2012,Santa Clara,SC Upstate,85,65,Win
20-11-2012,SC Upstate,Santa Clara,65,85,Loss
20-11-2012,South Florida,Bradley,82,63,Win
20-11-2012,Bradley,South Florida,63,82,Loss
20-11-2012,Army,St Francis NY,67,59,Win
20-11-2012,St Francis NY,Army,59,67,Loss
20-11-2012,St Joseph's PA,Harvard,75,56,Win
20-11-2012,Harvard,St Joseph's PA,56,75,Loss
20-11-2012,TCU,Navy,47,45,Win
20-11-2012,Navy,TCU,45,47,Loss
20-11-2012,Evansville,Tennessee Tech,62,50,Win
20-11-2012,Tennessee Tech,Evansville,50,62,Loss
20-11-2012,Texas Tech,Grambling,91,56,Win
20-11-2012,Grambling,Texas Tech,56,91,Loss
20-11-2012,Oakland,TX Southern,71,69,Win
20-11-2012,TX Southern,Oakland,69,71,Loss
20-11-2012,UAB,Prairie View,76,70,Win
20-11-2012,Prairie View,UAB,70,76,Loss
20-11-2012,Middle Tenn St,UCF,75,61,Win
20-11-2012,UCF,Middle Tenn St,61,75,Loss
20-11-2012,Columbia,Villanova,75,57,Win
20-11-2012,Villanova,Columbia,57,75,Loss
20-11-2012,Virginia,North Texas,80,64,Win
20-11-2012,North Texas,Virginia,64,80,Loss
20-11-2012,Wisconsin,Presbyterian,88,43,Win
20-11-2012,Presbyterian,Wisconsin,43,88,Loss
19-11-2012,San Francisco,American Univ,67,53,Win
19-11-2012,American Univ,San Francisco,53,67,Loss
19-11-2012,Arizona,Long Beach St,94,72,Win
19-11-2012,Long Beach St,Arizona,72,94,Loss
19-11-2012,Ark Little Rock,WI Milwaukee,59,43,Win
19-11-2012,WI Milwaukee,Ark Little Rock,43,59,Loss
19-11-2012,Fresno St,Cal Poly SLO,76,67,Win
19-11-2012,Cal Poly SLO,Fresno St,67,76,Loss
19-11-2012,Troy,Chattanooga,68,61,Win
19-11-2012,Chattanooga,Troy,61,68,Loss
19-11-2012,Duquesne,James Madison,90,88,Win
19-11-2012,James Madison,Duquesne,88,90,Loss
19-11-2012,Georgia St,Monmouth NJ,62,49,Win
19-11-2012,Monmouth NJ,Georgia St,49,62,Loss
19-11-2012,Lehigh,Fairfield,82,67,Win
19-11-2012,Fairfield,Lehigh,67,82,Loss
19-11-2012,Jacksonville,Missouri St,64,58,Win
19-11-2012,Missouri St,Jacksonville,58,64,Loss
19-11-2012,North Carolina,Mississippi St,95,49,Win
19-11-2012,Kansas,Washington St,78,41,Win
19-11-2012,Illinois,USC,94,64,Win
19-11-2012,St Louis,Texas A&M,70,49,Win
19-11-2012,UC Irvine,Liberty,64,46,Win
19-11-2012,George Mason,Quinnipiac,74,58,Win
19-11-2012,North Texas,IUPUI,80,66,Win
19-11-2012,Indiana,Georgia,66,53,Win
19-11-2012,Tennessee St,South Alabama,68,57,Win
19-11-2012,Georgetown,UCLA,78,70,Win
19-11-2012,New Mexico,Connecticut,66,60,Win
19-11-2012,IL Chicago,Iona,86,81,Win
19-11-2012,Louisiana Tech,SE Missouri St,67,63,Win
19-11-2012,N Dakota St,Youngstown St,83,80,Win
19-11-2012,Wake Forest,Mercer,74,71,Win
19-11-2012,Fordham,Penn,70,68,Win
19-11-2012,Butler,Marquette,72,71,Win
19-11-2012,Marquette,Butler,71,72,Loss
19-11-2012,Penn,Fordham,68,70,Loss
19-11-2012,Youngstown St,N Dakota St,80,83,Loss
19-11-2012,Mercer,Wake Forest,71,74,Loss
19-11-2012,SE Missouri St,Louisiana Tech,63,67,Loss
19-11-2012,Iona,IL Chicago,81,86,Loss
19-11-2012,Connecticut,New Mexico,60,66,Loss
19-11-2012,UCLA,Georgetown,70,78,Loss
19-11-2012,South Alabama,Tennessee St,57,68,Loss
19-11-2012,Georgia,Indiana,53,66,Loss
19-11-2012,IUPUI,North Texas,66,80,Loss
19-11-2012,Quinnipiac,George Mason,58,74,Loss
19-11-2012,Liberty,UC Irvine,46,64,Loss
19-11-2012,Texas A&M,St Louis,49,70,Loss
19-11-2012,USC,Illinois,64,94,Loss
19-11-2012,Washington St,Kansas,41,78,Loss
19-11-2012,Mississippi St,North Carolina,49,95,Loss
19-11-2012,Oregon,Jacksonville St,67,45,Win
19-11-2012,Jacksonville St,Oregon,45,67,Loss
19-11-2012,Oral Roberts,Pacific,69,67,Win
19-11-2012,Pacific,Oral Roberts,67,69,Loss
19-11-2012,Robert Morris,Bowling Green,71,60,Win
19-11-2012,Bowling Green,Robert Morris,60,71,Loss
19-11-2012,Southern Miss,Sam Houston St,61,49,Win
19-11-2012,Sam Houston St,Southern Miss,49,61,Loss
19-11-2012,South Carolina,Rider,88,76,Win
19-11-2012,Rider,South Carolina,76,88,Loss
19-11-2012,Virginia Tech,UNC Greensboro,96,87,Win
19-11-2012,UNC Greensboro,Virginia Tech,87,96,Loss
19-11-2012,Virginia,Lamar,63,44,Win
19-11-2012,Lamar,Virginia,44,63,Loss
18-11-2012,Arizona St,Florida A&M,97,70,Win
18-11-2012,Florida A&M,Arizona St,70,97,Loss
18-11-2012,Arkansas,Longwood,112,63,Win
18-11-2012,Longwood,Arkansas,63,112,Loss
18-11-2012,Binghamton,St Peter's,62,54,Win
18-11-2012,St Peter's,Binghamton,54,62,Loss
18-11-2012,Boise St,ULL,63,57,Win
18-11-2012,ULL,Boise St,57,63,Loss
18-11-2012,SE Missouri St,Chattanooga,77,65,Win
18-11-2012,Chattanooga,SE Missouri St,65,77,Loss
18-11-2012,Cincinnati,NC A&T,93,39,Win
18-11-2012,NC A&T,Cincinnati,39,93,Loss
18-11-2012,Col Charleston,Boston College,71,67,Win
18-11-2012,Boston College,Col Charleston,67,71,Loss
18-11-2012,Creighton,Presbyterian,87,58,Win
18-11-2012,Presbyterian,Creighton,58,87,Loss
18-11-2012,Duke,FL Gulf Coast,88,67,Win
18-11-2012,FL Gulf Coast,Duke,67,88,Loss
18-11-2012,E Kentucky,Radford,83,75,Win
18-11-2012,Radford,E Kentucky,75,83,Loss
18-11-2012,E Michigan,TX Pan American,57,47,Win
18-11-2012,TX Pan American,E Michigan,47,57,Loss
18-11-2012,Elon,FL Atlantic,62,59,Win
18-11-2012,FL Atlantic,Elon,59,62,Loss
18-11-2012,Gonzaga,South Dakota,96,58,Win
18-11-2012,South Dakota,Gonzaga,58,96,Loss
18-11-2012,Hofstra,Marshall,103,0,Win
18-11-2012,Marshall,Hofstra,100,103,Loss
18-11-2012,Illinois St,Delaware St,87,48,Win
18-11-2012,Delaware St,Illinois St,48,87,Loss
18-11-2012,Iowa St,Campbell,88,68,Win
18-11-2012,Campbell,Iowa St,68,88,Loss
18-11-2012,Kansas St,North Florida,74,55,Win
18-11-2012,North Florida,Kansas St,55,74,Loss
18-11-2012,Valparaiso,Kent,88,83,Win
18-11-2012,Kent,Valparaiso,83,88,Loss
18-11-2012,Central Conn,La Salle,81,74,Win
18-11-2012,La Salle,Central Conn,74,81,Loss
18-11-2012,Louisville,Miami OH,80,39,Win
18-11-2012,Miami OH,Louisville,39,80,Loss
18-11-2012,Michigan St,TX Southern,69,41,Win
18-11-2012,TX Southern,Michigan St,41,69,Loss
18-11-2012,Minnesota,Richmond,72,57,Win
18-11-2012,Richmond,Minnesota,57,72,Loss
18-11-2012,Montana St,Portland,83,64,Win
18-11-2012,Portland,Montana St,64,83,Loss
18-11-2012,Morehead St,Lafayette,88,74,Win
18-11-2012,Lafayette,Morehead St,74,88,Loss
18-11-2012,Nebraska,NE Omaha,75,62,Win
18-11-2012,NE Omaha,Nebraska,62,75,Loss
18-11-2012,Akron,Penn St,85,60,Win
18-11-2012,Louisiana Tech,Troy,70,46,Win
18-11-2012,Florida,Middle Tenn St,66,45,Win
18-11-2012,Oklahoma St,NC State,76,56,Win
18-11-2012,Baylor,St John's,97,78,Win
18-11-2012,Loyola-Chicago,MD E Shore,62,46,Win
18-11-2012,Tennessee,Massachusetts,83,69,Win
18-11-2012,W Illinois,Yale,59,47,Win
18-11-2012,CS Fullerton,WI Green Bay,93,82,Win
18-11-2012,CS Northridge,N Kentucky,69,58,Win
18-11-2012,Ohio St,Washington,77,66,Win
18-11-2012,Dayton,Auburn,73,63,Win
18-11-2012,Colorado,Murray St,81,74,Win
18-11-2012,Towson,Kennesaw,69,63,Win
18-11-2012,Missouri KC,Norfolk St,63,57,Win
18-11-2012,Connecticut,Quinnipiac,89,83,Win
18-11-2012,Providence,UNC Asheville,72,67,Win
18-11-2012,Seton Hall,Rhode Island,60,55,Win
18-11-2012,Colgate,Coppin St,88,84,Win
18-11-2012,Loyola MD,Albany NY,67,64,Win
18-11-2012,E Illinois,IPFW,68,67,Win
18-11-2012,New Mexico,George Mason,70,69,Win
18-11-2012,IPFW,E Illinois,67,68,Loss
18-11-2012,George Mason,New Mexico,69,70,Loss
18-11-2012,Albany NY,Loyola MD,64,67,Loss
18-11-2012,Coppin St,Colgate,84,88,Loss
18-11-2012,UNC Asheville,Providence,67,72,Loss
18-11-2012,Rhode Island,Seton Hall,55,60,Loss
18-11-2012,Kennesaw,Towson,63,69,Loss
18-11-2012,Norfolk St,Missouri KC,57,63,Loss
18-11-2012,Quinnipiac,Connecticut,83,89,Loss
18-11-2012,Murray St,Colorado,74,81,Loss
18-11-2012,Auburn,Dayton,63,73,Loss
18-11-2012,WI Green Bay,CS Fullerton,82,93,Loss
18-11-2012,N Kentucky,CS Northridge,58,69,Loss
18-11-2012,Washington,Ohio St,66,77,Loss
18-11-2012,Yale,W Illinois,47,59,Loss
18-11-2012,Massachusetts,Tennessee,69,83,Loss
18-11-2012,MD E Shore,Loyola-Chicago,46,62,Loss
18-11-2012,St John's,Baylor,78,97,Loss
18-11-2012,NC State,Oklahoma St,56,76,Loss
18-11-2012,Middle Tenn St,Florida,45,66,Loss
18-11-2012,Troy,Louisiana Tech,46,70,Loss
18-11-2012,Penn St,Akron,60,85,Loss
18-11-2012,Nevada,Southern Utah,79,61,Win
18-11-2012,Southern Utah,Nevada,61,79,Loss
18-11-2012,Niagara,New Mexico St,86,83,Win
18-11-2012,New Mexico St,Niagara,83,86,Loss
18-11-2012,Northwestern,F Dickinson,80,53,Win
18-11-2012,F Dickinson,Northwestern,53,80,Loss
18-11-2012,Ohio,Wofford,73,50,Win
18-11-2012,Wofford,Ohio,50,73,Loss
18-11-2012,S Carolina St,NJIT,77,74,Win
18-11-2012,NJIT,S Carolina St,74,77,Loss
18-11-2012,San Diego,Siena,77,60,Win
18-11-2012,Siena,San Diego,60,77,Loss
18-11-2012,W Michigan,South Florida,58,53,Win
18-11-2012,South Florida,W Michigan,53,58,Loss
18-11-2012,St Mary's CA,E Washington,85,66,Win
18-11-2012,E Washington,St Mary's CA,66,85,Loss
18-11-2012,Belmont,Stanford,70,62,Win
18-11-2012,Stanford,Belmont,62,70,Loss
18-11-2012,Sacred Heart,Stony Brook,64,62,Win
18-11-2012,Stony Brook,Sacred Heart,62,64,Loss
18-11-2012,Syracuse,Wagner,88,57,Win
18-11-2012,Wagner,Syracuse,57,88,Loss
18-11-2012,TCU,Prairie View,44,39,Win
18-11-2012,Prairie View,TCU,39,44,Loss
18-11-2012,Tulane,Chicago St,79,51,Win
18-11-2012,Chicago St,Tulane,51,79,Loss
18-11-2012,UAB,Navy,82,63,Win
18-11-2012,Navy,UAB,63,82,Loss
18-11-2012,Northern Arizona,UC Davis,85,82,Win
18-11-2012,UC Davis,Northern Arizona,82,85,Loss
18-11-2012,UCF,Savannah St,53,50,Win
18-11-2012,Savannah St,UCF,50,53,Loss
18-11-2012,Wisconsin,Cornell,73,40,Win
18-11-2012,Cornell,Wisconsin,40,73,Loss
17-11-2012,G Washington,Boston Univ,72,59,Win
17-11-2012,Boston Univ,G Washington,59,72,Loss
17-11-2012,Bryant,New Hampshire,76,64,Win
17-11-2012,New Hampshire,Bryant,64,76,Loss
17-11-2012,Canisius,St Bonaventure,72,69,Win
17-11-2012,St Bonaventure,Canisius,69,72,Loss
17-11-2012,Charlotte,Lamar,70,49,Win
17-11-2012,Lamar,Charlotte,49,70,Loss
17-11-2012,Cleveland St,Old Dominion,67,55,Win
17-11-2012,Old Dominion,Cleveland St,55,67,Loss
17-11-2012,Marist,Columbia,67,62,Win
17-11-2012,Columbia,Marist,62,67,Loss
17-11-2012,Loy Marymount,CS Bakersfield,76,73,Win
17-11-2012,CS Bakersfield,Loy Marymount,73,76,Loss
17-11-2012,DePaul,Austin Peay,98,67,Win
17-11-2012,Austin Peay,DePaul,67,98,Loss
17-11-2012,Detroit,Drake,85,79,Win
17-11-2012,Drake,Detroit,79,85,Loss
17-11-2012,E Kentucky,Towson,71,69,Win
17-11-2012,Towson,E Kentucky,69,71,Loss
17-11-2012,E Michigan,IPFW,60,47,Win
17-11-2012,IPFW,E Michigan,47,60,Loss
17-11-2012,Elon,Colgate,81,72,Win
17-11-2012,Colgate,Elon,72,81,Loss
17-11-2012,Tennessee Tech,ETSU,65,62,Win
17-11-2012,ETSU,Tennessee Tech,62,65,Loss
17-11-2012,Evansville,W Illinois,49,44,Win
17-11-2012,W Illinois,Evansville,44,49,Loss
17-11-2012,SF Austin,Florida Intl,69,60,Win
17-11-2012,Florida Intl,SF Austin,60,69,Loss
17-11-2012,William & Mary,High Point,83,61,Win
17-11-2012,High Point,William & Mary,61,83,Loss
17-11-2012,Houston,Grambling,87,47,Win
17-11-2012,Grambling,Houston,47,87,Loss
17-11-2012,Montana,Idaho,66,63,Win
17-11-2012,Idaho,Montana,63,66,Loss
17-11-2012,Iowa,Gardner Webb,65,56,Win
17-11-2012,Gardner Webb,Iowa,56,65,Loss
17-11-2012,Bradley,IUPUI,79,72,Win
17-11-2012,IUPUI,Bradley,72,79,Loss
17-11-2012,Brown,Maine,70,68,Win
17-11-2012,Maine,Brown,68,70,Loss
17-11-2012,Memphis,Samford,65,54,Win
17-11-2012,Samford,Memphis,54,65,Loss
17-11-2012,San Diego St,Missouri St,60,44,Win
17-11-2012,Missouri St,San Diego St,44,60,Loss
17-11-2012,CS Fullerton,Southern Utah,112,69,Win
17-11-2012,IL Chicago,Mercer,62,36,Win
17-11-2012,Iona,Wake Forest,94,68,Win
17-11-2012,W Michigan,MD E Shore,68,51,Win
17-11-2012,Loyola MD,Norfolk St,65,49,Win
17-11-2012,CS Northridge,Tulsa,92,76,Win
17-11-2012,E Illinois,TX Pan American,63,50,Win
17-11-2012,Bucknell,New Mexico St,62,49,Win
17-11-2012,Ohio St,Rhode Island,69,58,Win
17-11-2012,Washington,Seton Hall,84,73,Win
17-11-2012,Notre Dame,BYU,78,68,Win
17-11-2012,Radford,Kennesaw,67,58,Win
17-11-2012,Florida St,St Joseph's PA,73,66,Win
17-11-2012,Yale,Buffalo,63,59,Win
17-11-2012,Siena,N Kentucky,56,52,Win
17-11-2012,Albany NY,Missouri KC,62,59,Win
17-11-2012,FL Atlantic,Coppin St,64,61,Win
17-11-2012,S Dakota St,Marshall,78,77,Win
17-11-2012,Marshall,S Dakota St,77,78,Loss
17-11-2012,Missouri KC,Albany NY,59,62,Loss
17-11-2012,Coppin St,FL Atlantic,61,64,Loss
17-11-2012,Buffalo,Yale,59,63,Loss
17-11-2012,N Kentucky,Siena,52,56,Loss
17-11-2012,St Joseph's PA,Florida St,66,73,Loss
17-11-2012,Kennesaw,Radford,58,67,Loss
17-11-2012,BYU,Notre Dame,68,78,Loss
17-11-2012,Rhode Island,Ohio St,58,69,Loss
17-11-2012,Seton Hall,Washington,73,84,Loss
17-11-2012,TX Pan American,E Illinois,50,63,Loss
17-11-2012,New Mexico St,Bucknell,49,62,Loss
17-11-2012,Norfolk St,Loyola MD,49,65,Loss
17-11-2012,Tulsa,CS Northridge,76,92,Loss
17-11-2012,MD E Shore,W Michigan,51,68,Loss
17-11-2012,Mercer,IL Chicago,36,62,Loss
17-11-2012,Wake Forest,Iona,68,94,Loss
17-11-2012,Southern Utah,CS Fullerton,69,112,Loss
17-11-2012,Nevada,WI Green Bay,71,69,Win
17-11-2012,WI Green Bay,Nevada,69,71,Loss
17-11-2012,Vermont,Northeastern,66,55,Win
17-11-2012,Northeastern,Vermont,55,66,Loss
17-11-2012,Northern Iowa,North Dakota,72,47,Win
17-11-2012,North Dakota,Northern Iowa,47,72,Loss
17-11-2012,Drexel,Penn,61,59,Win
17-11-2012,Penn,Drexel,59,61,Loss
17-11-2012,Pittsburgh,Oakland,72,62,Win
17-11-2012,Oakland,Pittsburgh,62,72,Loss
17-11-2012,Rider,Monmouth NJ,65,62,Win
17-11-2012,Monmouth NJ,Rider,62,65,Loss
17-11-2012,South Florida,Loyola-Chicago,68,50,Win
17-11-2012,Loyola-Chicago,South Florida,50,68,Loss
17-11-2012,Temple,Rice,77,63,Win
17-11-2012,Rice,Temple,63,77,Loss
17-11-2012,SMU,Texas St,78,75,Win
17-11-2012,Texas St,SMU,75,78,Loss
17-11-2012,UNLV,Jacksonville St,77,58,Win
17-11-2012,Jacksonville St,UNLV,58,77,Loss
17-11-2012,UT San Antonio,SC Upstate,67,59,Win
17-11-2012,SC Upstate,UT San Antonio,59,67,Loss
17-11-2012,Utah St,TAM C. Christi,77,68,Win
17-11-2012,TAM C. Christi,Utah St,68,77,Loss
17-11-2012,Virginia,Seattle,83,43,Win
17-11-2012,Seattle,Virginia,43,83,Loss
17-11-2012,W Kentucky,W Carolina,92,81,Win
17-11-2012,W Carolina,W Kentucky,81,92,Loss
17-11-2012,WI Milwaukee,Davidson,73,68,Win
17-11-2012,Davidson,WI Milwaukee,68,73,Loss
17-11-2012,Wichita St,Howard,69,50,Win
17-11-2012,Howard,Wichita St,50,69,Loss
17-11-2012,VA Commonwealth,Winthrop,90,54,Win
17-11-2012,Winthrop,VA Commonwealth,54,90,Loss
17-11-2012,Xavier,Robert Morris,61,59,Win
17-11-2012,Robert Morris,Xavier,59,61,Loss
16-11-2012,Savannah St,Alabama St,59,54,Win
16-11-2012,Alabama St,Savannah St,54,59,Loss
16-11-2012,Army,Binghamton,85,76,Win
16-11-2012,Binghamton,Army,76,85,Loss
16-11-2012,Ball St,Wofford,66,61,Win
16-11-2012,Wofford,Ball St,61,66,Loss
16-11-2012,Campbell,Appalachian St,101,82,Win
16-11-2012,Appalachian St,Campbell,82,101,Loss
16-11-2012,Auburn,Col Charleston,55,51,Win
16-11-2012,Col Charleston,Auburn,51,55,Loss
16-11-2012,St Peter's,Cornell,68,64,Win
16-11-2012,Cornell,St Peter's,64,68,Loss
16-11-2012,California,Denver,72,61,Win
16-11-2012,Denver,California,61,72,Loss
16-11-2012,E Kentucky,Kennesaw,85,71,Win
16-11-2012,Kennesaw,E Kentucky,71,85,Loss
16-11-2012,E Michigan,E Illinois,60,52,Win
16-11-2012,E Illinois,E Michigan,52,60,Loss
16-11-2012,East Carolina,UNC Greensboro,76,73,Win
16-11-2012,UNC Greensboro,East Carolina,73,76,Loss
16-11-2012,Evansville,Yale,66,56,Win
